id,name,localId,rarity,supertype,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
me04-001,Weedle,001,Common,,2026-07-11T18:05:07.832Z,EUR,886393,0.05,0.02,0.04,0.03,0.04,0.04,0.11,0.02,0.07,0.04,0.08,0.11,2026-07-11T18:05:05.951Z,USD,693561.0,0.01,0.24,1.74,0.21,0.4,693561.0,0.01,0.16,5.0,0.16,0.06,,,,,,
me04-002,Kakuna,002,Common,,2026-07-11T18:05:08.252Z,EUR,886394,0.06,0.02,0.05,0.05,0.04,0.05,0.12,0.02,0.09,0.16,0.11,0.13,2026-07-11T18:05:05.951Z,USD,693502.0,0.04,0.31,1.99,0.36,1.08,693502.0,0.01,0.16,2.99,0.14,0.06,,,,,,
me04-003,Beedrill ex,003,Double rare,,2026-07-11T18:05:07.832Z,EUR,886395,1.17,0.2,0.78,0.71,0.82,1.08,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,,,,,,,,,,,,,693453.0,0.1,1.0,4321.0,0.67,0.76
me04-004,Carnivine,004,Common,,2026-07-11T18:05:07.832Z,EUR,886396,0.03,0.02,0.02,0.03,0.03,0.03,0.06,0.02,0.07,0.16,0.08,0.06,2026-07-11T18:05:05.951Z,USD,693459.0,0.01,0.19,1.53,0.13,0.08,693459.0,0.01,0.14,1.6,0.09,0.01,,,,,,
me04-005,Chespin,005,Common,,2026-07-11T18:05:07.832Z,EUR,886397,0.03,0.02,0.02,0.02,0.02,0.03,0.07,0.02,0.08,0.08,0.07,0.07,2026-07-11T18:05:05.951Z,USD,693461.0,0.01,0.21,2.99,0.18,0.1,693461.0,0.01,0.14,1.6,0.1,0.01,,,,,,
me04-006,Quilladin,006,Common,,2026-07-11T18:05:07.832Z,EUR,886398,0.03,0.02,0.02,0.03,0.02,0.03,0.08,0.02,0.09,0.07,0.08,0.09,2026-07-11T18:05:05.951Z,USD,693537.0,0.02,0.25,4.99,0.25,0.21,693537.0,0.01,0.16,2.99,0.11,0.03,,,,,,
me04-007,Chesnaught,007,Rare,,2026-07-11T18:05:07.832Z,EUR,886399,0.05,0.02,0.05,0.07,0.05,0.05,0.09,0.02,0.09,0.1,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693460.0,0.03,0.24,2.0,0.23,0.22,,,,,,,693460.0,0.01,0.19,2.99,0.16,0.1
me04-008,Vulpix,008,Common,,2026-07-11T18:05:07.832Z,EUR,886400,0.03,0.02,0.02,0.03,0.03,0.03,0.09,0.02,0.1,0.08,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693558.0,0.01,0.23,1.94,0.2,0.2,693558.0,0.01,0.15,21.0,0.13,0.03,,,,,,
me04-009,Ninetales,009,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886401,0.03,0.02,0.02,0.02,0.02,0.03,0.09,0.02,0.11,0.09,0.12,0.09,2026-07-11T18:05:05.951Z,USD,693526.0,0.03,0.26,2.49,0.25,0.3,693526.0,0.01,0.15,2.0,0.11,0.01,,,,,,
me04-010,Ho-Oh,010,Rare,,2026-07-11T18:05:08.252Z,EUR,886402,0.05,0.02,0.06,0.09,0.07,0.05,0.1,0.02,0.13,0.26,0.16,0.11,2026-07-11T18:05:05.951Z,USD,693500.0,0.01,0.25,2.99,0.24,0.24,,,,,,,693500.0,0.01,0.2,2.99,0.17,0.07
me04-011,Fennekin,011,Common,,2026-07-11T18:05:08.252Z,EUR,886403,0.03,0.02,0.03,0.02,0.03,0.03,0.08,0.02,0.07,0.04,0.06,0.08,2026-07-11T18:05:05.951Z,USD,693484.0,0.01,0.23,2.99,0.21,0.13,693484.0,0.01,0.15,1.6,0.11,0.04,,,,,,
me04-012,Braixen,012,Common,,2026-07-11T18:05:07.832Z,EUR,886404,0.03,0.02,0.03,0.03,0.03,0.03,0.1,0.02,0.08,0.06,0.07,0.1,2026-07-11T18:05:05.951Z,USD,693457.0,0.03,0.23,3.0,0.21,0.22,693457.0,0.01,0.15,2.99,0.07,0.04,,,,,,
me04-013,Delphox,013,Rare,,2026-07-11T18:05:07.832Z,EUR,888552,1.46,0.5,1.37,1.0,1.16,1.31,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,693473.0,0.01,0.25,3.31,0.21,0.25,,,,,,,693473.0,0.01,0.2,3.49,0.17,0.1
me04-014,Litleo,014,Common,,2026-07-11T18:05:08.252Z,EUR,886406,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.05,0.05,0.05,0.06,2026-07-11T18:05:05.951Z,USD,693505.0,0.01,0.19,25.0,0.13,0.07,693505.0,0.01,0.14,1.6,0.1,0.01,,,,,,
me04-015,Mega Pyroar ex,015,Double rare,,2026-07-11T18:05:08.252Z,EUR,886407,0.46,0.07,0.42,0.35,0.38,0.44,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,,,,,,,,,,,,,693519.0,0.04,0.7,4321.0,0.63,0.69
me04-016,Remoraid,016,Common,,2026-07-11T18:05:07.832Z,EUR,886408,0.03,0.02,0.03,0.02,0.03,0.02,0.06,0.02,0.06,0.07,0.07,0.06,2026-07-11T18:05:05.951Z,USD,693539.0,0.01,0.21,1.58,0.19,0.1,693539.0,0.01,0.15,2.99,0.1,0.02,,,,,,
me04-017,Octillery,017,Common,,2026-07-11T18:05:08.252Z,EUR,886409,0.03,0.02,0.02,0.02,0.02,0.03,0.08,0.02,0.08,0.11,0.09,0.08,2026-07-11T18:05:05.951Z,USD,693528.0,0.01,0.24,2.99,0.2,0.21,693528.0,0.01,0.15,2.99,0.08,0.02,,,,,,
me04-018,Delibird,018,Uncommon,,2026-07-11T18:05:08.252Z,EUR,886410,0.03,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.08,0.07,0.09,0.08,2026-07-11T18:05:05.951Z,USD,693472.0,0.02,0.24,11.0,0.23,0.22,693472.0,0.01,0.12,1.61,0.07,0.01,,,,,,
me04-019,Keldeo,019,Rare,,2026-07-11T18:05:08.252Z,EUR,886411,0.05,0.02,0.05,0.03,0.05,0.05,0.09,0.02,0.11,0.13,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693503.0,0.01,0.25,3.5,0.25,0.2,,,,,,,693503.0,0.01,0.16,3.45,0.12,0.06
me04-020,Froakie,020,Common,,2026-07-11T18:05:08.252Z,EUR,886412,0.05,0.02,0.05,0.03,0.06,0.05,0.12,0.02,0.1,0.07,0.1,0.11,2026-07-11T18:05:05.951Z,USD,693488.0,0.01,0.25,2.99,0.25,0.62,693488.0,0.01,0.16,2.99,0.13,0.07,,,,,,
me04-021,Frogadier,021,Common,,2026-07-11T18:05:07.832Z,EUR,886413,0.06,0.02,0.08,0.06,0.08,0.06,0.14,0.02,0.12,0.18,0.13,0.13,2026-07-11T18:05:05.951Z,USD,693490.0,0.03,0.29,2.63,0.24,,693490.0,0.01,0.18,12.0,0.14,0.1,,,,,,
me04-022,Mega Greninja ex,022,Double rare,,2026-07-11T18:05:07.832Z,EUR,886414,2.14,0.7,1.51,1.64,1.67,2.02,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,,,,,,,,,,,,,693515.0,0.55,1.8,4321.0,1.21,
me04-023,Bergmite,023,Common,,2026-07-11T18:05:07.832Z,EUR,886415,0.03,0.02,0.03,0.02,0.02,0.03,0.07,0.02,0.08,0.06,0.08,0.07,2026-07-11T18:05:05.951Z,USD,693456.0,0.01,0.22,20.19,0.22,0.1,693456.0,0.01,0.15,2.99,0.08,0.02,,,,,,
me04-024,Avalugg,024,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886416,0.03,0.02,0.02,0.02,0.02,0.03,0.08,0.02,0.11,0.19,0.11,0.08,2026-07-11T18:05:05.951Z,USD,693448.0,0.01,0.2,1.99,0.18,0.08,693448.0,0.01,0.15,2.99,0.08,0.01,,,,,,
me04-025,Wimpod,025,Common,,2026-07-11T18:05:07.832Z,EUR,886417,0.04,0.02,0.05,0.02,0.03,0.04,0.06,0.02,0.08,0.08,0.08,0.06,2026-07-11T18:05:05.951Z,USD,693562.0,0.01,0.18,25.0,0.12,0.1,693562.0,0.01,0.13,2.99,0.08,0.01,,,,,,
me04-026,Golisopod,026,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886418,0.03,0.02,0.03,0.02,0.03,0.02,0.08,0.02,0.08,0.07,0.08,0.08,2026-07-11T18:05:05.951Z,USD,693494.0,0.01,0.23,1.53,0.23,0.22,693494.0,0.01,0.14,2.99,0.05,0.01,,,,,,
me04-027,Mareep,027,Common,,2026-07-11T18:05:07.832Z,EUR,886419,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.09,0.09,0.09,0.07,2026-07-11T18:05:05.951Z,USD,693507.0,0.01,0.2,2.99,0.2,0.1,693507.0,0.01,0.15,2.99,0.09,0.01,,,,,,
me04-028,Flaaffy,028,Common,,2026-07-11T18:05:07.832Z,EUR,886420,0.03,0.02,0.03,0.03,0.03,0.03,0.08,0.02,0.09,0.08,0.09,0.08,2026-07-11T18:05:05.951Z,USD,693487.0,0.01,0.25,2.99,0.24,0.19,693487.0,0.01,0.15,2.99,0.12,0.01,,,,,,
me04-029,Ampharos,029,Rare,,2026-07-11T18:05:07.832Z,EUR,888542,1.34,0.5,1.42,0.99,1.13,1.26,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,693445.0,0.01,0.25,2.25,0.23,0.22,,,,,,,693445.0,0.01,0.2,2.0,0.17,0.01
me04-030,Emolga,030,Common,,2026-07-11T18:05:07.832Z,EUR,886422,0.03,0.02,0.02,0.02,0.02,0.02,0.09,0.02,0.1,0.12,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693481.0,0.01,0.2,2.99,0.21,0.2,693481.0,0.01,0.15,1.6,0.1,0.01,,,,,,
me04-031,Deoxys,031,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886423,0.03,0.02,0.03,0.02,0.02,0.03,0.09,0.02,0.1,0.08,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693474.0,0.01,0.25,2.25,0.19,0.23,693474.0,0.01,0.15,2.99,0.1,0.01,,,,,,
me04-032,Deoxys,032,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886424,0.03,0.02,0.03,0.02,0.03,0.03,0.09,0.02,0.1,0.15,0.11,0.09,2026-07-11T18:05:05.951Z,USD,693475.0,0.01,0.25,20.0,0.21,0.21,693475.0,0.01,0.15,2.99,0.09,0.02,,,,,,
me04-033,Deoxys,033,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886425,0.03,0.02,0.03,0.02,0.03,0.03,0.1,0.02,0.1,0.15,0.11,0.1,2026-07-11T18:05:05.951Z,USD,693476.0,0.03,0.25,10.0,0.2,0.2,693476.0,0.01,0.15,15.0,0.08,0.01,,,,,,
me04-034,Deoxys,034,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886426,0.03,0.02,0.02,0.02,0.02,0.02,0.09,0.02,0.1,0.08,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693477.0,0.01,0.25,2.25,0.26,0.41,693477.0,0.01,0.15,2.99,0.09,0.01,,,,,,
me04-035,Mega Floette ex,035,Double rare,,2026-07-11T18:05:07.832Z,EUR,886427,0.52,0.05,0.5,0.56,0.52,0.51,,,0.0,,,,2026-07-11T18:05:05.951Z,USD,,,,,,,,,,,,,693511.0,0.01,0.74,4321.0,0.58,0.64
me04-036,Espurr,036,Common,,2026-07-11T18:05:07.832Z,EUR,886428,0.03,0.02,0.03,0.02,0.03,0.03,0.09,0.02,0.09,0.11,0.1,0.09,2026-07-11T18:05:05.951Z,USD,693483.0,0.01,0.22,2.99,0.18,0.18,693483.0,0.01,0.15,12.0,0.09,0.02,,,,,,
me04-037,Meowstic,037,Uncommon,,2026-07-11T18:05:07.832Z,EUR,886429,0.03,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.08,0.08,0.09,0.07,2026-07-11T18:05:05.951Z,USD,693521.0,0.01,0.24,2.25,0.24,0.23,693521.0,0.01,0.15,15.0,0.08,0.02,,,,,,
me04-038,Phantump,038,Common,,2026-07-11T18:05:08.252Z,EUR,886430,0.03,0.02,0.02,0.02,0.02,0.03,0.08,0.02,0.09,0.15,0.11,0.08,2026-07-11T18:05:05.951Z,USD,693531.0,0.01,0.23,48.0,0.22,0.21,693531.0,0.01,0.15,2.99,0.12,0.02,,,,,,
me04-039,Trevenant,039,Rare,,2026-07-11T18:05:07.832Z,EUR,886431,0.05,0.02,0.04,0.04,0.05,0.05,0.1,0.02,0.08,0.13,0.09,0.1,2026-07-11T18:05:05.951Z,USD,693556.0,0.01,0.22,2.81,0.24,0.2,,,,,,,693556.0,0.01,0.17,2.99,0.13,0.05
me04-040,Pumpkaboo,040,Common,,2026-07-11T18:05:07.832Z,EUR,886432,0.03,0.02,0.03,0.06,0.03,0.03,0.09,0.02,0.09,0.14,0.09,0.09,2026-07-11T18:05:05.951Z,USD,693536.0,0.01,0.23,2.99,0.21,0.21,693536.0,0.01,0.16,1.7,0.1,0.04,,,,,,
