id,name,localId,rarity,supertype,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
me05-001,Tropius,001,Common,,2026-07-25T08:03:03.827Z,EUR,895789,0.03,0.02,0.03,0.03,0.04,0.04,0.08,0.02,0.08,0.08,0.1,0.1,2026-07-25T08:03:02.308Z,USD,704758.0,0.01,0.15,1.65,0.07,0.04,704758.0,0.01,0.18,2.0,0.14,0.11,,,,,,
me05-002,Grubbin,002,Common,,2026-07-25T08:03:03.827Z,EUR,895790,0.03,0.02,0.02,0.03,0.04,0.04,0.07,0.02,0.09,0.06,0.11,0.1,2026-07-25T08:03:02.308Z,USD,704759.0,0.01,0.13,1.65,0.06,0.01,704759.0,0.01,0.18,1.65,0.1,0.09,,,,,,
me05-003,Fomantis,003,Common,,2026-07-25T08:03:03.827Z,EUR,895791,0.04,0.02,0.04,0.03,0.04,0.04,0.09,0.02,0.09,0.1,0.13,0.13,2026-07-25T08:03:02.308Z,USD,704760.0,0.01,0.15,1.65,0.07,0.02,704760.0,0.01,0.2,25.0,0.18,0.16,,,,,,
me05-004,Lurantis ex,004,Double rare,,2026-07-25T08:03:03.827Z,EUR,895792,0.49,0.02,0.26,0.4,0.54,0.54,,,0.0,,,,2026-07-25T08:03:02.308Z,USD,,,,,,,,,,,,,704761.0,0.13,0.51,25.0,0.6,2.38
me05-005,Poltchageist,005,Common,,2026-07-25T08:03:03.827Z,EUR,895793,0.08,0.02,0.03,0.05,0.09,0.1,0.19,0.02,0.02,0.13,0.2,0.21,2026-07-25T08:03:02.308Z,USD,704762.0,0.01,0.15,2.2,0.09,0.05,704762.0,0.01,0.25,3.22,0.19,0.25,,,,,,
me05-006,Sinistcha,006,Uncommon,,2026-07-25T08:03:04.261Z,EUR,895794,0.09,0.02,0.02,0.07,0.12,0.14,0.21,0.02,0.02,0.23,0.23,0.27,2026-07-25T08:03:02.308Z,USD,704763.0,0.01,0.15,2.2,0.12,0.05,704763.0,0.02,0.25,4.99,0.21,0.22,,,,,,
me05-007,Heatran,007,Uncommon,,2026-07-25T08:03:04.261Z,EUR,895795,0.03,0.02,0.04,0.04,0.04,0.04,0.1,0.02,0.1,0.1,0.13,0.13,2026-07-25T08:03:02.308Z,USD,704764.0,0.01,0.15,3.49,0.05,0.04,704764.0,0.01,0.2,2.0,0.17,0.12,,,,,,
me05-008,Mega Delphox ex,008,Double rare,,2026-07-25T08:03:03.827Z,EUR,895796,0.78,0.08,0.45,0.61,0.9,0.95,,,0.0,,,,2026-07-25T08:03:02.308Z,USD,,,,,,,,,,,,,704765.0,0.22,0.75,19.99,0.72,3.0
me05-009,Sizzlipede,009,Common,,2026-07-25T08:03:04.261Z,EUR,895797,0.03,0.02,0.03,0.02,0.03,0.03,0.08,0.02,0.09,0.07,0.11,0.11,2026-07-25T08:03:02.308Z,USD,704766.0,0.01,0.12,1.65,0.09,0.04,704766.0,0.01,0.17,4.0,0.15,0.06,,,,,,
me05-010,Centiskorch,010,Common,,2026-07-25T08:03:04.261Z,EUR,895798,0.03,0.02,0.03,0.03,0.03,0.03,0.07,0.02,0.07,0.1,0.1,0.1,2026-07-25T08:03:02.308Z,USD,704767.0,0.01,0.14,1.65,0.05,0.04,704767.0,0.01,0.15,1.95,0.1,0.08,,,,,,
me05-011,Charcadet,011,Common,,2026-07-25T08:03:04.261Z,EUR,895799,0.02,0.02,0.03,0.07,0.05,0.05,0.2,0.02,0.03,0.08,0.12,0.12,2026-07-25T08:03:02.308Z,USD,704768.0,0.01,0.15,1.65,0.05,0.02,704768.0,0.01,0.2,25.0,0.11,0.11,,,,,,
me05-012,Armarouge,012,Rare,,2026-07-25T08:03:04.261Z,EUR,895800,0.06,0.02,0.06,0.1,0.09,0.08,0.13,0.02,0.16,0.13,0.14,0.14,2026-07-25T08:03:02.308Z,USD,,,,,,,704769.0,0.07,0.26,1.59,0.26,0.26,704769.0,0.01,0.15,1.65,0.13,0.05
me05-013,Goldeen,013,Common,,2026-07-25T08:03:04.261Z,EUR,895801,0.03,0.02,0.03,0.02,0.04,0.04,0.11,0.02,0.1,0.12,0.19,0.19,2026-07-25T08:03:02.308Z,USD,704770.0,0.01,0.13,1.95,0.04,0.04,704770.0,0.02,0.19,1.66,0.1,0.11,,,,,,
me05-014,Seaking,014,Uncommon,,2026-07-25T08:03:04.261Z,EUR,895802,,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.09,0.11,0.13,0.13,2026-07-25T08:03:02.308Z,USD,704771.0,0.01,0.15,1.95,0.07,0.02,704771.0,0.01,0.2,2.99,0.12,0.07,,,,,,
me05-015,Wailmer,015,Common,,2026-07-25T08:03:04.261Z,EUR,895803,,0.02,0.04,0.04,0.06,0.06,,0.02,0.08,0.11,0.21,0.21,2026-07-25T08:03:02.308Z,USD,704772.0,0.01,0.17,3.0,0.14,0.05,704772.0,0.01,0.26,5.0,0.22,0.23,,,,,,
me05-016,Wailord ex,016,Double rare,,2026-07-25T08:03:04.261Z,EUR,895804,0.71,0.09,0.32,0.59,0.89,0.93,,,0.0,,,,2026-07-25T08:03:02.308Z,USD,,,,,,,,,,,,,704773.0,0.2,0.72,19.9,0.63,0.87
me05-017,Relicanth,017,Uncommon,,2026-07-25T08:03:04.261Z,EUR,895805,0.04,0.02,0.02,0.03,0.04,0.05,0.14,0.02,0.04,0.1,0.15,0.15,2026-07-25T08:03:02.308Z,USD,704774.0,0.01,0.15,1.65,0.05,0.05,704774.0,0.02,0.2,2.99,0.15,0.13,,,,,,
me05-018,Popplio,018,Common,,2026-07-25T08:03:04.261Z,EUR,895806,0.03,0.02,0.04,0.04,0.04,0.04,0.11,0.02,0.05,0.13,0.15,0.15,2026-07-25T08:03:02.308Z,USD,704775.0,0.01,0.15,1.65,0.06,0.04,704775.0,0.01,0.19,4.0,0.12,0.05,,,,,,
me05-019,Brionne,019,Common,,2026-07-25T08:03:04.261Z,EUR,895807,0.03,0.02,0.04,0.04,0.04,0.04,0.11,0.02,0.06,0.08,0.12,0.12,2026-07-25T08:03:02.308Z,USD,704776.0,0.01,0.15,1.95,0.09,0.05,704776.0,0.01,0.2,5.0,0.17,0.12,,,,,,
me05-020,Primarina,020,Rare,,2026-07-25T08:03:04.261Z,EUR,895808,0.08,0.02,0.02,0.11,0.11,0.11,0.28,0.02,0.15,0.17,0.21,0.21,2026-07-25T08:03:02.308Z,USD,,,,,,,704777.0,0.05,0.24,3.99,0.17,0.24,704777.0,0.01,0.18,3.98,0.11,0.1
me05-021,Finizen,021,Common,,2026-07-25T08:03:04.624Z,EUR,895809,0.09,0.02,0.03,0.02,0.04,0.04,,0.02,0.07,0.1,0.14,0.14,2026-07-25T08:03:02.308Z,USD,704778.0,0.01,0.14,1.65,0.05,0.04,704778.0,0.01,0.19,2.99,0.17,0.15,,,,,,
me05-022,Palafin,022,Uncommon,,2026-07-25T08:03:04.624Z,EUR,895810,0.03,0.02,0.02,0.02,0.04,0.04,0.08,0.02,0.09,0.08,0.13,0.13,2026-07-25T08:03:02.308Z,USD,704779.0,0.01,0.15,1.65,0.04,0.04,704779.0,0.01,0.18,3.99,0.11,0.08,,,,,,
me05-023,Electrike,023,Common,,2026-07-25T08:03:04.624Z,EUR,895811,0.04,0.02,0.04,0.05,0.05,0.05,0.1,0.02,0.07,0.06,0.11,0.11,2026-07-25T08:03:02.308Z,USD,704780.0,0.01,0.15,1.65,0.14,0.05,704780.0,0.02,0.19,1.66,0.14,0.12,,,,,,
me05-024,Manectric,024,Uncommon,,2026-07-25T08:03:03.827Z,EUR,895812,0.04,0.02,0.02,0.05,0.05,0.05,0.13,0.02,0.05,0.11,0.18,0.18,2026-07-25T08:03:02.308Z,USD,704781.0,0.01,0.15,1.65,0.1,0.05,704781.0,0.04,0.2,1.67,0.17,0.05,,,,,,
me05-025,Charjabug,025,Common,,2026-07-25T08:03:04.624Z,EUR,895813,0.03,0.02,0.02,0.03,0.04,0.04,0.09,0.02,0.07,0.1,0.14,0.14,2026-07-25T08:03:02.308Z,USD,704782.0,0.01,0.15,1.65,0.06,0.05,704782.0,0.01,0.17,1.51,0.12,0.11,,,,,,
me05-026,Vikavolt,026,Uncommon,,2026-07-25T08:03:03.827Z,EUR,895814,0.03,0.02,0.02,0.03,0.04,0.04,0.11,0.02,0.08,0.14,0.17,0.17,2026-07-25T08:03:02.308Z,USD,704783.0,0.01,0.15,1.65,0.07,0.05,704783.0,0.01,0.15,4.0,0.14,0.07,,,,,,
me05-027,Mega Zeraora ex,027,Double rare,,2026-07-25T08:03:04.397Z,EUR,895787,0.95,0.17,0.11,0.8,1.26,1.34,,,0.0,,,,2026-07-25T08:03:02.308Z,USD,,,,,,,,,,,,,704784.0,0.25,0.92,24.98,1.0,4.99
me05-028,Miraidon,028,Rare,,2026-07-25T08:03:03.827Z,EUR,895815,0.08,0.02,0.02,0.09,0.1,0.1,0.18,0.02,0.02,0.18,0.25,0.25,2026-07-25T08:03:02.308Z,USD,,,,,,,704785.0,0.08,0.24,1.61,0.2,0.21,704785.0,0.01,0.15,1.62,0.11,0.09
me05-029,Slowpoke,029,Common,,2026-07-25T08:03:04.261Z,EUR,895816,0.05,0.02,0.02,0.05,0.06,0.08,0.21,0.02,0.09,0.14,0.26,0.26,2026-07-25T08:03:02.308Z,USD,704786.0,0.01,0.15,25.0,0.11,0.05,704786.0,0.01,0.25,2.0,0.21,0.48,,,,,,
me05-030,Slowbro,030,Uncommon,,2026-07-25T08:03:04.261Z,EUR,895817,0.04,0.02,0.02,0.05,0.07,0.07,0.19,0.02,0.12,0.13,0.23,0.23,2026-07-25T08:03:02.308Z,USD,704787.0,0.01,0.15,1.65,0.1,0.05,704787.0,0.01,0.29,5.0,0.3,0.37,,,,,,
me05-031,Mega Slowbro ex,031,Double rare,,2026-07-25T08:03:03.827Z,EUR,895818,0.88,0.15,0.38,0.9,1.14,1.16,,,0.0,,,,2026-07-25T08:03:02.308Z,USD,,,,,,,,,,,,,704788.0,0.15,0.97,19.99,0.85,2.99
me05-032,Jynx,032,Common,,2026-07-25T08:03:03.827Z,EUR,895819,0.04,0.02,0.02,0.03,0.04,0.04,0.13,0.02,0.05,0.12,0.16,0.16,2026-07-25T08:03:02.308Z,USD,704789.0,0.01,0.15,1.65,0.06,0.05,704789.0,0.01,0.19,2.99,0.16,0.13,,,,,,
me05-033,Shuppet,033,Common,,2026-07-25T08:03:04.397Z,EUR,895820,0.1,0.02,0.06,0.07,0.11,0.12,0.22,0.02,0.04,0.14,0.24,0.24,2026-07-25T08:03:02.308Z,USD,704790.0,0.01,0.2,2.2,0.17,0.15,704790.0,0.02,0.35,4.99,0.37,0.4,,,,,,
