id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-26T08:03:04.571Z,EUR,280619.0,9.42,0.15,12.7,0.1,14.81,10.4,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-26T08:03:21.707Z,USD,,,,,,,88441.0,11.18,14.86,99.99,16.43,94.44,88441.0,58.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-26T08:03:04.571Z,EUR,280619.0,9.42,0.15,12.7,0.1,14.81,10.4,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-26T08:03:21.707Z,USD,,,,,,,88442.0,2.99,7.36,43.88,7.79,7.7,88442.0,90.0,100.0,199.99,25.33,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-26T08:03:04.571Z,EUR,377505.0,72.54,14.0,65.02,43.5,48.76,57.22,,,6.71,7.5,7.17,6.56,2026-07-26T08:03:29.322Z,USD,194953.0,101.5,168.5,752.44,142.92,179.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-26T08:03:04.571Z,EUR,869650.0,0.08,0.02,0.06,0.04,0.07,0.07,,,0.0,,,,2026-07-26T08:03:41.128Z,USD,,,,,,,675851.0,0.01,0.29,19.98,0.28,0.25,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-26T08:03:04.571Z,EUR,407849.0,0.7,0.02,0.48,0.15,0.59,0.61,26.5,9.98,22.02,19.99,22.14,12.13,2026-07-26T08:03:29.806Z,USD,,,,,,,201216.0,1.72,2.81,39.61,2.81,3.47,201216.0,19.99,25.84,186.35,25.65,,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-26T08:03:04.571Z,EUR,276021.0,13.17,1.5,14.49,0.5,14.17,11.49,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-26T08:03:02.675Z,USD,,,,,,,88436.0,24.99,38.43,459.7,31.28,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-26T08:03:04.571Z,EUR,825919.0,0.07,0.02,0.07,0.11,0.07,0.07,0.43,0.02,0.33,0.3,0.35,0.39,2026-07-26T08:03:38.067Z,USD,,,,,,,630812.0,0.01,0.3,19.98,0.31,0.28,630812.0,0.25,0.97,25.0,0.86,1.01,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-26T08:03:04.571Z,EUR,273914.0,2.13,0.02,5.89,17.94,4.1,2.62,,,1.03,1.0,0.72,0.72,2026-07-26T08:03:02.090Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,8.78,47.28,12.48,7.44,44455.0,0.18,1.14,96.95,1.68,0.25
sv03.5-054,Psyduck,054,Common,,,151,2026-07-26T08:03:04.438Z,EUR,733649.0,0.07,0.02,0.08,0.04,0.07,0.07,0.34,0.02,0.34,0.34,0.35,0.34,2026-07-26T08:03:35.610Z,USD,,,,,,,516231.0,0.04,0.25,19.18,0.27,0.19,516231.0,0.15,0.5,19.46,0.52,0.79,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-26T08:03:04.532Z,EUR,274190.0,10.95,1.79,11.2,6.49,15.31,11.4,,,0.0,,,,2026-07-26T08:03:02.115Z,USD,,,,,,,,,,,,,,,,,,,87539.0,28.49,62.48,329.88,29.0,28.49,87539.0,3.96,6.92,110.6,10.6,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-26T08:03:04.532Z,EUR,274118.0,2.66,0.05,2.38,1.3,2.37,2.67,,,4.71,5.0,1.87,1.87,2026-07-26T08:03:02.110Z,USD,,,,,,,,,,,,,,,,,,,88431.0,4.0,7.99,82.14,7.64,4.88,88431.0,0.48,1.31,18.94,2.11,0.63
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-26T08:03:04.532Z,EUR,276362.0,15.32,5.0,15.79,4.9,15.88,16.22,171.32,119.95,198.22,129.0,189.7,153.96,2026-07-26T08:03:03.761Z,USD,,,,,,,88437.0,17.99,28.13,602.4,30.28,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-26T08:03:04.732Z,EUR,275850.0,7.19,0.85,5.68,0.1,6.88,7.24,17.26,3.5,31.84,9.43,23.86,23.15,2026-07-26T08:03:02.641Z,USD,,,,,,,88432.0,11.5,19.63,144.89,17.15,19.96,88432.0,99.99,399.99,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-26T08:03:04.732Z,EUR,279604.0,3.89,0.05,6.17,3.49,5.33,4.31,,29.98,48.8,47.99,40.76,29.07,2026-07-26T08:03:21.574Z,USD,,,,,,,88440.0,7.01,16.36,120.7,17.72,,88440.0,79.75,84.08,88.4,51.65,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-26T08:03:04.732Z,EUR,274731.0,10.17,0.2,10.7,3.0,8.76,8.72,,,0.0,,,,2026-07-26T08:03:02.160Z,USD,,,,,,,,,,,,,,,,,,,88433.0,60.0,149.99,1200.0,52.5,,88433.0,25.0,33.1,4321.0,31.52,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-26T08:03:04.532Z,EUR,277051.0,6.39,0.8,6.75,3.5,6.38,6.13,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-26T08:03:04.532Z,EUR,278508.0,7.14,0.2,5.62,3.32,4.33,6.54,62.5,15.0,47.38,75.0,53.21,31.97,2026-07-26T08:03:21.453Z,USD,,,,,,,88439.0,16.56,26.26,200.0,25.34,,88439.0,121.49,249.99,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-26T08:03:04.532Z,EUR,274853.0,4.55,0.2,6.84,20.0,6.88,6.79,249.9,250.0,341.29,249.9,294.66,179.15,2026-07-26T08:03:02.167Z,USD,,,,,,,88434.0,2.0,5.07,706.54,9.59,7.06,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-26T08:03:04.532Z,EUR,274358.0,10.33,1.7,15.5,4.47,16.48,11.52,,,0.0,,,,2026-07-26T08:03:02.125Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.89,30.99,209.42,28.78,96.95,87540.0,4.04,7.5,28322.14,8.68,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-26T08:03:04.532Z,EUR,274367.0,11.0,1.0,10.79,3.99,13.36,16.98,,,0.0,,,,2026-07-26T08:03:02.125Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,24.95,179.9,24.97,,88887.0,3.93,9.56,96.95,10.11,5.0
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-26T08:03:04.532Z,EUR,277853.0,2.27,0.02,2.53,1.15,2.26,2.4,15.33,1.0,26.94,39.99,18.99,15.18,2026-07-26T08:03:08.852Z,USD,,,,,,,88438.0,7.0,12.22,90.0,12.49,,88438.0,99.0,299.99,896.66,49.99,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-26T08:03:04.732Z,EUR,275180.0,99.73,24.9,107.06,100.0,109.99,84.78,353.33,199.94,344.92,400.0,312.85,197.65,2026-07-26T08:03:02.265Z,USD,,,,,,,88435.0,220.0,250.0,349.0,176.55,,88435.0,1200.0,1200.0,1200.0,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-26T08:03:04.532Z,EUR,733770.0,62.51,39.99,62.13,62.75,53.93,59.31,,,0.0,,,,2026-07-26T08:03:35.610Z,USD,517035.0,63.4,79.93,5000.0,74.18,81.96,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-26T08:03:04.532Z,EUR,826067.0,58.98,22.0,59.34,65.97,59.41,57.57,,,0.0,,,,2026-07-26T08:03:38.067Z,USD,632993.0,64.4,79.5,550.0,72.59,86.0,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-26T08:03:04.532Z,EUR,388872.0,96.67,21.99,99.02,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-26T08:03:29.322Z,USD,194954.0,141.37,249.19,873.35,148.81,248.69,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-26T08:03:04.532Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-26T08:03:29.322Z,USD,194955.0,388.7,404.99,498.53,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-26T08:03:04.732Z,EUR,869837.0,58.79,19.99,60.79,61.4,60.71,58.9,,,0.0,,,,2026-07-26T08:03:41.128Z,USD,676038.0,72.39,85.84,706.38,78.36,,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-26T08:03:04.532Z,EUR,388987.0,79.63,29.0,99.53,19.9,69.52,91.2,,,25.75,16.9,21.84,18.6,2026-07-26T08:03:29.322Z,USD,194956.0,227.3,343.69,1369.9,195.77,298.38,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
