id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-29T08:03:05.570Z,EUR,280619.0,13.61,0.15,12.7,0.1,14.81,10.4,,25.0,35.83,10.0,23.29,16.34,2026-07-29T08:03:03.402Z,USD,,,,,,,88441.0,11.0,14.67,99.99,16.67,94.44,88441.0,45.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-29T08:03:04.597Z,EUR,280619.0,13.61,0.15,12.7,0.1,14.81,10.4,,25.0,35.83,10.0,23.29,16.34,2026-07-29T08:03:03.402Z,USD,,,,,,,88442.0,2.99,6.93,43.88,6.44,43.88,88442.0,36.0,98.5,199.99,25.9,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-29T08:03:05.570Z,EUR,377505.0,72.54,14.0,65.98,68.5,50.23,58.98,,,6.71,7.5,7.17,6.56,2026-07-29T08:03:04.328Z,USD,194953.0,101.0,165.15,752.44,142.92,179.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-29T08:03:05.570Z,EUR,869650.0,0.08,0.02,0.06,0.08,0.06,0.07,,,0.0,,,,2026-07-29T08:03:04.896Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.29,0.27,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-29T08:03:04.597Z,EUR,407849.0,0.7,0.02,0.36,0.39,0.63,0.64,26.5,9.98,22.07,21.5,24.14,12.71,2026-07-29T08:03:04.395Z,USD,,,,,,,201216.0,1.75,2.95,39.61,2.88,3.19,201216.0,19.99,25.99,186.35,25.65,,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-29T08:03:05.570Z,EUR,276021.0,13.17,1.5,14.49,0.5,14.17,11.49,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-29T08:03:02.068Z,USD,,,,,,,88436.0,26.65,38.43,459.7,31.78,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-29T08:03:05.570Z,EUR,825919.0,0.07,0.02,0.08,0.06,0.08,0.07,0.43,0.02,0.29,0.11,0.26,0.38,2026-07-29T08:03:04.821Z,USD,,,,,,,630812.0,0.01,0.28,19.98,0.22,0.24,630812.0,0.05,0.95,25.0,0.89,0.94,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-29T08:03:04.597Z,EUR,273914.0,2.13,0.02,4.96,1.55,3.74,2.59,,,1.03,1.0,0.72,0.72,2026-07-29T08:03:01.674Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,9.19,47.16,12.46,8.74,44455.0,0.17,1.13,96.95,1.86,0.83
sv03.5-054,Psyduck,054,Common,,,151,2026-07-29T08:03:04.597Z,EUR,733649.0,0.07,0.02,0.09,0.07,0.09,0.08,0.34,0.02,0.34,0.4,0.29,0.34,2026-07-29T08:03:04.683Z,USD,,,,,,,516231.0,0.04,0.25,19.18,0.23,,516231.0,0.15,0.52,19.46,0.72,0.8,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-29T08:03:04.597Z,EUR,274190.0,10.95,1.79,11.94,26.5,15.19,11.85,,,0.0,,,,2026-07-29T08:03:01.751Z,USD,,,,,,,,,,,,,,,,,,,87539.0,42.99,79.98,329.88,28.94,44.98,87539.0,4.35,6.99,94.4,10.69,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-29T08:03:05.570Z,EUR,274118.0,2.66,0.05,2.6,2.85,2.62,2.75,,,4.71,5.0,1.87,1.87,2026-07-29T08:03:01.732Z,USD,,,,,,,,,,,,,,,,,,,88431.0,3.99,7.8,82.02,7.26,5.29,88431.0,0.48,1.31,18.82,2.08,1.2
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-29T08:03:05.570Z,EUR,276362.0,15.32,7.9,15.79,4.9,15.88,16.22,171.32,119.95,198.22,129.0,189.7,153.96,2026-07-29T08:03:02.090Z,USD,,,,,,,88437.0,18.5,29.89,602.4,30.28,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-29T08:03:05.570Z,EUR,275850.0,7.19,0.7,5.68,0.1,6.88,7.24,17.26,3.5,31.84,9.43,23.86,23.15,2026-07-29T08:03:02.041Z,USD,,,,,,,88432.0,12.69,17.77,144.89,17.33,,88432.0,99.99,399.99,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-29T08:03:05.570Z,EUR,279604.0,4.54,0.05,4.97,2.4,5.46,4.4,47.99,29.98,48.8,47.99,40.76,29.07,2026-07-29T08:03:03.057Z,USD,,,,,,,88440.0,7.01,16.77,120.7,17.8,,88440.0,79.75,83.33,86.9,51.65,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-29T08:03:05.570Z,EUR,274731.0,10.17,0.2,10.46,6.2,8.52,8.55,,,0.0,,,,2026-07-29T08:03:01.952Z,USD,,,,,,,,,,,,,,,,,,,88433.0,58.69,144.97,1200.0,52.5,,88433.0,21.39,31.31,249.0,31.99,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-29T08:03:05.570Z,EUR,277051.0,6.39,0.8,5.57,1.0,5.16,6.12,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-29T08:03:05.570Z,EUR,278508.0,6.9,0.2,5.86,15.0,4.37,6.8,43.42,15.0,45.92,20.0,52.66,32.12,2026-07-29T08:03:02.905Z,USD,,,,,,,88439.0,16.56,27.15,200.0,24.72,,88439.0,100.0,249.98,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-29T08:03:05.570Z,EUR,274853.0,4.55,0.2,6.84,20.0,6.88,6.79,249.9,250.0,341.29,249.9,294.66,179.15,2026-07-29T08:03:01.980Z,USD,,,,,,,88434.0,2.0,6.02,706.54,9.7,199.79,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-29T08:03:05.570Z,EUR,274358.0,10.33,1.74,13.91,12.17,15.78,11.35,,,0.0,,,,2026-07-29T08:03:01.760Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.87,31.74,209.3,29.34,96.95,87540.0,3.6,6.23,28322.14,8.62,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-29T08:03:04.597Z,EUR,274367.0,11.0,1.5,7.88,9.21,14.7,16.73,,,0.0,,,,2026-07-29T08:03:01.760Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,25.84,179.9,24.97,,88887.0,4.0,9.07,96.95,10.05,5.16
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-29T08:03:04.597Z,EUR,277853.0,2.18,0.02,2.0,1.0,1.53,2.3,28.33,1.0,26.94,39.99,18.99,15.18,2026-07-29T08:03:02.662Z,USD,,,,,,,88438.0,5.91,12.35,90.0,12.72,,88438.0,45.77,99.5,896.54,61.59,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-29T08:03:04.597Z,EUR,275180.0,99.73,24.9,111.63,100.0,114.28,86.66,353.33,199.94,344.92,400.0,312.85,197.65,2026-07-29T08:03:02.024Z,USD,,,,,,,88435.0,220.0,250.0,349.0,176.55,,88435.0,1200.0,1200.0,1200.0,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-29T08:03:04.597Z,EUR,733770.0,62.51,39.99,58.05,56.0,53.44,59.09,,,0.0,,,,2026-07-29T08:03:04.683Z,USD,517035.0,61.91,78.13,5000.0,74.41,72.99,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-29T08:03:04.597Z,EUR,826067.0,58.98,22.0,55.26,59.37,57.37,58.0,,,0.0,,,,2026-07-29T08:03:04.821Z,USD,632993.0,64.0,75.95,615.24,69.55,75.95,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-29T08:03:04.597Z,EUR,388872.0,96.67,20.0,99.02,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-29T08:03:04.328Z,USD,194954.0,141.37,248.68,873.35,148.81,248.68,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-29T08:03:05.570Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-29T08:03:04.328Z,USD,194955.0,326.92,404.99,449.99,306.63,326.92,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-29T08:03:04.597Z,EUR,869837.0,58.79,22.0,55.83,58.25,57.65,58.55,,,0.0,,,,2026-07-29T08:03:04.896Z,USD,676038.0,72.39,84.74,706.38,76.72,76.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-29T08:03:04.597Z,EUR,388987.0,79.63,29.0,88.59,34.95,65.2,90.08,,,25.75,16.9,21.84,18.6,2026-07-29T08:03:04.328Z,USD,194956.0,227.3,344.34,1369.9,195.77,298.38,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
