id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-25T08:03:04.261Z,EUR,280619.0,9.42,0.15,12.7,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-25T08:03:01.961Z,USD,,,,,,,88441.0,11.0,15.2,99.99,16.43,94.44,88441.0,58.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-25T08:03:04.302Z,EUR,280619.0,9.42,0.15,12.7,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-25T08:03:01.961Z,USD,,,,,,,88442.0,2.99,7.36,43.88,7.79,7.7,88442.0,90.0,100.0,199.99,25.33,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-25T08:03:03.827Z,EUR,377505.0,72.54,14.0,63.61,85.0,48.08,63.44,,,6.71,7.5,7.17,6.56,2026-07-25T08:03:02.127Z,USD,194953.0,102.99,168.92,752.44,144.27,179.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-25T08:03:04.302Z,EUR,869650.0,0.08,0.02,0.07,0.03,0.07,0.07,,,0.0,,,,2026-07-25T08:03:02.299Z,USD,,,,,,,675851.0,0.01,0.29,19.98,0.29,0.26,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-25T08:03:04.261Z,EUR,407849.0,0.62,0.02,0.48,0.4,0.62,0.62,17.89,9.98,22.02,34.99,24.99,12.44,2026-07-25T08:03:02.137Z,USD,,,,,,,201216.0,1.72,2.9,39.61,2.81,3.47,201216.0,19.99,25.84,186.35,25.4,29.97,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-25T08:03:04.261Z,EUR,276021.0,13.17,1.5,14.49,8.0,16.89,11.5,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-25T08:03:01.509Z,USD,,,,,,,88436.0,24.99,38.43,459.7,31.04,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-25T08:03:04.261Z,EUR,825919.0,0.07,0.02,0.07,0.03,0.06,0.07,0.43,0.02,0.35,0.19,0.3,0.4,2026-07-25T08:03:02.280Z,USD,,,,,,,630812.0,0.01,0.3,19.98,0.34,0.28,630812.0,0.25,0.96,25.0,0.87,1.06,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-25T08:03:03.827Z,EUR,273914.0,2.13,0.02,4.08,1.52,2.08,2.16,,,1.03,1.0,0.72,0.72,2026-07-25T08:03:01.410Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,8.92,47.32,11.56,7.46,44455.0,0.18,1.15,96.95,1.65,0.25
sv03.5-054,Psyduck,054,Common,,,151,2026-07-25T08:03:03.827Z,EUR,733649.0,0.07,0.02,0.09,0.1,0.07,0.07,0.34,0.02,0.34,0.69,0.34,0.33,2026-07-25T08:03:02.243Z,USD,,,,,,,516231.0,0.04,0.25,19.22,0.26,0.1,516231.0,0.15,0.5,19.48,0.53,0.3,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-25T08:03:03.827Z,EUR,274190.0,10.95,1.79,11.88,6.75,6.56,9.47,,,0.0,,,,2026-07-25T08:03:01.425Z,USD,,,,,,,,,,,,,,,,,,,87539.0,25.95,62.48,329.88,29.0,28.49,87539.0,3.96,6.86,110.58,10.6,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-25T08:03:03.827Z,EUR,274118.0,2.66,0.05,2.54,0.35,1.62,2.57,,,4.71,5.0,1.87,1.87,2026-07-25T08:03:01.420Z,USD,,,,,,,,,,,,,,,,,,,88431.0,4.0,7.99,82.18,7.85,5.11,88431.0,0.48,1.32,18.98,2.09,0.4
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-25T08:03:04.302Z,EUR,276362.0,17.56,5.0,15.79,20.0,17.55,16.22,209.98,119.95,198.22,199.99,185.56,152.99,2026-07-25T08:03:01.548Z,USD,,,,,,,88437.0,17.99,28.5,602.4,30.28,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-25T08:03:04.302Z,EUR,275850.0,6.52,0.85,6.93,3.37,7.43,7.3,15.0,3.5,31.84,28.99,26.57,23.73,2026-07-25T08:03:01.497Z,USD,,,,,,,88432.0,11.5,19.15,144.89,17.15,13.59,88432.0,99.99,399.99,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-25T08:03:03.827Z,EUR,279604.0,3.89,0.05,6.32,3.9,4.48,3.89,,29.98,48.8,47.99,40.76,29.07,2026-07-25T08:03:01.907Z,USD,,,,,,,88440.0,8.21,16.77,120.7,17.72,,88440.0,79.75,94.58,109.4,51.09,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-25T08:03:04.302Z,EUR,274731.0,10.17,0.2,10.7,10.75,6.18,8.86,,,0.0,,,,2026-07-25T08:03:01.455Z,USD,,,,,,,,,,,,,,,,,,,88433.0,60.0,144.97,1200.0,52.5,,88433.0,25.0,33.89,4321.0,31.52,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-25T08:03:04.261Z,EUR,277051.0,5.86,0.8,6.75,2.99,7.17,6.12,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-25T08:03:03.827Z,EUR,278508.0,7.14,0.2,5.62,3.0,6.35,7.11,62.5,15.0,47.38,22.0,42.39,29.48,2026-07-25T08:03:01.861Z,USD,,,,,,,88439.0,16.56,26.85,200.0,25.34,,88439.0,121.49,249.99,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-25T08:03:04.261Z,EUR,274853.0,4.55,0.2,5.15,3.99,4.35,6.1,249.9,250.0,341.29,249.9,294.66,179.15,2026-07-25T08:03:01.460Z,USD,,,,,,,88434.0,2.0,5.07,706.54,9.59,7.06,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-25T08:03:03.827Z,EUR,274358.0,10.33,1.7,15.5,5.2,10.43,8.67,,,0.0,,,,2026-07-25T08:03:01.429Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.89,31.0,209.46,28.34,35.98,87540.0,3.5,7.0,28322.14,8.77,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-25T08:03:04.261Z,EUR,274367.0,11.0,1.0,10.79,4.8,6.54,15.98,,,0.0,,,,2026-07-25T08:03:01.429Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,24.95,179.9,24.97,,88887.0,3.26,9.47,96.95,9.99,5.0
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-25T08:03:04.624Z,EUR,277853.0,2.27,0.02,2.79,7.99,3.18,2.53,15.33,1.0,26.94,25.0,15.24,14.33,2026-07-25T08:03:01.832Z,USD,,,,,,,88438.0,7.4,12.3,90.0,12.49,,88438.0,99.0,203.99,896.7,49.99,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-25T08:03:04.397Z,EUR,275180.0,99.73,24.9,107.06,55.0,82.7,74.06,353.33,199.94,344.92,400.0,312.85,197.65,2026-07-25T08:03:01.473Z,USD,,,,,,,88435.0,146.91,197.5,279.99,176.55,,88435.0,1200.0,1200.0,1200.0,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-25T08:03:04.397Z,EUR,733770.0,62.51,39.99,62.15,53.3,69.58,61.85,,,0.0,,,,2026-07-25T08:03:02.243Z,USD,517035.0,63.4,79.99,5000.0,74.51,69.99,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-25T08:03:04.397Z,EUR,826067.0,58.98,22.0,55.3,68.58,48.27,58.38,,,0.0,,,,2026-07-25T08:03:02.280Z,USD,632993.0,64.4,79.11,550.0,74.78,81.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-25T08:03:04.397Z,EUR,388872.0,96.67,21.99,99.02,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-25T08:03:02.127Z,USD,194954.0,141.37,249.19,873.35,148.81,248.69,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-25T08:03:04.397Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-25T08:03:02.127Z,USD,194955.0,388.7,404.99,498.53,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-25T08:03:04.261Z,EUR,869837.0,58.79,22.0,60.74,61.42,59.81,59.27,,,0.0,,,,2026-07-25T08:03:02.299Z,USD,676038.0,72.39,86.31,706.42,77.37,84.62,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-25T08:03:04.302Z,EUR,388987.0,85.21,29.0,106.95,89.99,78.12,92.07,,,25.75,16.9,21.84,18.6,2026-07-25T08:03:02.127Z,USD,194956.0,227.3,321.85,1369.9,195.77,298.38,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
