id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-31T08:03:04.710Z,EUR,280619.0,13.61,0.15,13.45,0.1,14.81,10.4,,25.0,53.85,10.0,23.29,16.34,2026-07-31T08:03:02.266Z,USD,,,,,,,88441.0,11.0,14.94,99.99,16.95,94.44,88441.0,45.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-31T08:03:04.710Z,EUR,280619.0,13.61,0.15,13.45,0.1,14.81,10.4,,25.0,53.85,10.0,23.29,16.34,2026-07-31T08:03:02.266Z,USD,,,,,,,88442.0,2.4,6.47,43.88,6.5,43.88,88442.0,36.0,98.5,199.99,25.9,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-31T08:03:04.710Z,EUR,377505.0,72.54,14.0,54.97,68.5,50.23,58.98,,,6.71,7.5,7.17,6.56,2026-07-31T08:03:02.410Z,USD,194953.0,101.0,165.15,752.4,142.92,129.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-31T08:03:04.710Z,EUR,869650.0,0.07,0.02,0.06,0.08,0.06,0.07,,,0.0,,,,2026-07-31T08:03:02.572Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.31,0.3,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-31T08:03:04.710Z,EUR,407849.0,0.7,0.02,0.33,0.39,0.63,0.64,26.5,9.98,20.94,21.5,24.14,12.71,2026-07-31T08:03:02.421Z,USD,,,,,,,201216.0,1.75,2.9,39.61,2.81,3.05,201216.0,18.98,25.65,186.35,25.65,29.97,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-31T08:03:04.710Z,EUR,276021.0,13.17,2.0,13.09,0.5,14.17,11.49,121.66,17.0,143.14,54.99,132.14,64.36,2026-07-31T08:03:01.839Z,USD,,,,,,,88436.0,26.65,38.5,459.7,31.78,,88436.0,175.0,314.5,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-31T08:03:04.710Z,EUR,825919.0,0.06,0.02,0.08,0.06,0.08,0.07,0.4,0.02,0.45,0.11,0.26,0.38,2026-07-31T08:03:02.556Z,USD,,,,,,,630812.0,0.01,0.26,19.98,0.2,0.18,630812.0,0.05,0.99,25.0,0.96,1.15,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-31T08:03:04.710Z,EUR,273914.0,2.13,0.02,4.39,1.55,3.74,2.59,,,1.03,1.0,0.72,0.72,2026-07-31T08:03:01.756Z,USD,,,,,,,,,,,,,,,,,,,44455.0,5.35,9.97,47.08,12.1,8.74,44455.0,0.16,1.14,96.95,1.89,0.75
sv03.5-054,Psyduck,054,Common,,,151,2026-07-31T08:03:04.710Z,EUR,733649.0,0.09,0.02,0.09,0.07,0.09,0.08,0.34,0.02,0.33,0.4,0.29,0.34,2026-07-31T08:03:02.524Z,USD,,,,,,,516231.0,0.04,0.25,19.18,0.24,0.1,516231.0,0.15,0.55,19.46,0.87,1.99,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-31T08:03:04.710Z,EUR,274190.0,10.95,1.79,15.68,26.5,15.19,11.85,,,0.0,,,,2026-07-31T08:03:01.773Z,USD,,,,,,,,,,,,,,,,,,,87539.0,42.99,182.99,329.88,29.46,44.98,87539.0,4.35,7.09,94.4,10.52,5.0
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-31T08:03:04.710Z,EUR,274118.0,2.66,0.05,2.04,2.85,2.62,2.75,,,4.71,5.0,1.87,1.87,2026-07-31T08:03:01.768Z,USD,,,,,,,,,,,,,,,,,,,88431.0,4.0,7.8,81.94,7.35,5.25,88431.0,0.48,1.25,18.74,2.09,1.06
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-31T08:03:04.710Z,EUR,276362.0,15.32,7.9,14.27,4.9,15.88,16.22,171.32,119.95,198.22,129.0,189.7,153.96,2026-07-31T08:03:01.851Z,USD,,,,,,,88437.0,19.94,29.62,602.4,30.14,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-31T08:03:04.710Z,EUR,275850.0,7.19,0.7,7.31,0.1,6.88,7.24,17.26,15.0,37.97,9.43,23.86,23.15,2026-07-31T08:03:01.830Z,USD,,,,,,,88432.0,12.69,17.77,144.89,17.33,81.51,88432.0,89.5,425.65,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-31T08:03:04.710Z,EUR,279604.0,4.54,0.05,4.78,2.4,5.46,4.4,47.99,29.98,48.8,47.99,40.76,29.07,2026-07-31T08:03:02.229Z,USD,,,,,,,88440.0,7.99,16.84,120.7,17.78,,88440.0,79.75,83.33,86.9,51.65,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-31T08:03:04.710Z,EUR,274731.0,10.17,0.2,11.19,6.2,8.52,8.55,,,0.0,,,,2026-07-31T08:03:01.797Z,USD,,,,,,,,,,,,,,,,,,,88433.0,58.69,139.95,1200.0,52.5,,88433.0,21.17,31.02,249.0,31.99,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-31T08:03:04.710Z,EUR,277051.0,6.39,0.8,6.38,1.0,5.16,6.12,143.06,60.0,179.45,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-31T08:03:04.710Z,EUR,278508.0,6.9,0.2,6.43,15.0,4.37,6.8,43.42,15.0,46.91,20.0,52.66,32.12,2026-07-31T08:03:02.184Z,USD,,,,,,,88439.0,16.56,26.43,200.0,24.72,,88439.0,100.0,249.98,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-31T08:03:04.710Z,EUR,274853.0,4.55,0.2,6.84,20.0,6.88,6.79,249.9,250.0,349.87,249.9,294.66,179.15,2026-07-31T08:03:01.801Z,USD,,,,,,,88434.0,2.0,5.17,706.54,10.46,199.79,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-31T08:03:04.710Z,EUR,274358.0,10.33,1.74,14.13,12.17,15.78,11.35,,,0.0,,,,2026-07-31T08:03:01.776Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.5,39.99,209.22,29.14,96.95,87540.0,3.6,7.49,79.59,8.65,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-31T08:03:04.710Z,EUR,274367.0,11.0,1.7,5.71,9.21,14.7,16.73,,,0.0,,,,2026-07-31T08:03:01.776Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,27.78,179.9,25.3,,88887.0,3.52,9.07,96.95,10.22,5.02
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-31T08:03:04.710Z,EUR,277853.0,2.18,0.02,2.18,1.0,1.53,2.3,28.33,1.0,28.08,39.99,18.99,15.18,2026-07-31T08:03:02.160Z,USD,,,,,,,88438.0,5.91,12.22,90.0,12.19,,88438.0,45.77,99.5,896.46,61.59,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-31T08:03:04.710Z,EUR,275180.0,99.73,24.9,108.84,100.0,114.28,86.66,353.33,199.94,344.92,400.0,312.85,197.65,2026-07-31T08:03:01.810Z,USD,,,,,,,88435.0,220.0,250.0,349.0,176.55,,88435.0,1200.0,1200.0,1200.0,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-31T08:03:05.979Z,EUR,733770.0,62.51,39.99,57.64,56.0,53.44,59.09,,,0.0,,,,2026-07-31T08:03:02.524Z,USD,517035.0,59.99,78.38,5000.0,73.2,81.68,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-31T08:03:05.979Z,EUR,826067.0,58.98,21.0,56.76,59.37,57.37,58.0,,,0.0,,,,2026-07-31T08:03:02.556Z,USD,632993.0,63.01,75.01,611.28,69.28,84.48,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-31T08:03:04.710Z,EUR,388872.0,96.67,20.0,101.55,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-31T08:03:02.410Z,USD,194954.0,141.37,248.68,873.35,148.81,248.68,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-31T08:03:04.710Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-31T08:03:02.410Z,USD,194955.0,389.52,419.97,449.99,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-31T08:03:04.710Z,EUR,869837.0,57.53,21.0,55.52,58.25,57.65,58.55,,,0.0,,,,2026-07-31T08:03:02.572Z,USD,676038.0,72.39,83.55,706.32,75.42,79.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-31T08:03:04.710Z,EUR,388987.0,79.63,29.0,88.59,34.95,65.2,90.08,,,25.75,16.9,21.84,18.6,2026-07-31T08:03:02.410Z,USD,194956.0,229.02,300.0,1369.9,197.23,288.88,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
