id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-08-02T08:03:04.559Z,EUR,280619.0,13.61,0.15,13.69,18.99,15.31,10.81,,25.0,53.85,100.0,42.7,20.84,2026-08-02T08:03:02.302Z,USD,,,,,,,88441.0,11.0,15.75,99.99,16.95,94.44,88441.0,45.0,149.99,175.0,66.18,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-08-02T08:03:04.559Z,EUR,280619.0,13.61,0.15,13.69,18.99,15.31,10.81,,25.0,53.85,100.0,42.7,20.84,2026-08-02T08:03:02.302Z,USD,,,,,,,88442.0,2.4,6.5,43.88,6.66,43.88,88442.0,90.0,100.0,199.99,26.74,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-08-02T08:03:04.559Z,EUR,377505.0,72.54,14.0,55.46,68.5,50.62,62.73,,,6.71,7.5,7.17,6.56,2026-08-02T08:03:02.588Z,USD,194953.0,95.0,165.15,752.28,143.3,95.0,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-08-02T08:03:04.559Z,EUR,869650.0,0.07,0.02,0.07,0.14,0.06,0.07,,,0.0,,,,2026-08-02T08:03:02.799Z,USD,,,,,,,675851.0,0.03,0.29,19.98,0.28,0.28,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-08-02T08:03:04.559Z,EUR,407849.0,0.7,0.02,0.35,0.35,0.31,0.61,26.5,9.98,20.94,10.0,23.43,12.86,2026-08-02T08:03:02.603Z,USD,,,,,,,201216.0,1.75,2.85,39.61,2.88,3.19,201216.0,20.0,25.99,186.35,25.65,25.36,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-08-02T08:03:04.559Z,EUR,276021.0,13.17,2.0,11.66,3.9,9.99,12.11,121.66,17.0,151.57,192.5,171.0,78.44,2026-08-02T08:03:01.851Z,USD,,,,,,,88436.0,26.65,38.5,459.7,31.78,,88436.0,175.0,314.5,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-08-02T08:03:04.559Z,EUR,825919.0,0.06,0.02,0.08,0.04,0.05,0.06,0.4,0.02,0.49,0.68,0.52,0.43,2026-08-02T08:03:02.774Z,USD,,,,,,,630812.0,0.01,0.25,19.98,0.15,0.16,630812.0,0.05,1.0,25.0,0.98,1.17,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-08-02T08:03:04.559Z,EUR,273914.0,2.13,0.02,3.77,1.36,2.61,2.51,,,1.03,1.0,0.72,0.72,2026-08-02T08:03:01.714Z,USD,,,,,,,,,,,,,,,,,,,44455.0,5.35,9.71,46.96,12.28,8.74,44455.0,0.15,1.13,96.95,1.85,0.74
sv03.5-054,Psyduck,054,Common,,,151,2026-08-02T08:03:04.559Z,EUR,733649.0,0.09,0.02,0.09,0.12,0.1,0.09,0.34,0.02,0.34,0.34,0.32,0.33,2026-08-02T08:03:02.716Z,USD,,,,,,,516231.0,0.04,0.23,19.18,0.2,0.1,516231.0,0.15,0.6,19.46,0.82,2.09,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-08-02T08:03:04.559Z,EUR,274190.0,10.95,1.79,14.31,5.99,21.48,13.73,,,0.0,,,,2026-08-02T08:03:01.755Z,USD,,,,,,,,,,,,,,,,,,,87539.0,23.25,182.99,329.88,30.26,,87539.0,4.35,6.96,94.28,10.38,6.0
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-08-02T08:03:04.559Z,EUR,274118.0,2.66,0.05,1.54,0.98,1.78,2.56,,,4.71,5.0,1.87,1.87,2026-08-02T08:03:01.725Z,USD,,,,,,,,,,,,,,,,,,,88431.0,4.0,7.75,81.82,7.35,5.04,88431.0,0.48,1.27,18.62,2.0,1.12
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-08-02T08:03:04.559Z,EUR,276362.0,15.32,7.9,13.52,11.0,11.9,16.3,171.32,119.95,198.22,129.0,189.7,153.96,2026-08-02T08:03:01.879Z,USD,,,,,,,88437.0,19.94,30.63,602.4,30.09,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-08-02T08:03:04.559Z,EUR,275850.0,7.19,0.7,6.65,6.33,7.94,7.52,17.26,15.0,37.97,67.83,35.7,26.75,2026-08-02T08:03:01.834Z,USD,,,,,,,88432.0,12.69,17.33,144.89,17.33,81.51,88432.0,89.5,425.65,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-08-02T08:03:04.559Z,EUR,279604.0,4.54,0.04,4.46,1.2,6.18,4.42,47.99,35.0,46.32,20.0,35.76,29.07,2026-08-02T08:03:02.251Z,USD,,,,,,,88440.0,7.99,16.07,120.7,17.11,,88440.0,79.75,83.33,86.9,51.65,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-08-02T08:03:04.559Z,EUR,274731.0,10.17,0.2,9.75,1.5,9.46,9.94,,,0.0,,,,2026-08-02T08:03:01.785Z,USD,,,,,,,,,,,,,,,,,,,88433.0,58.69,139.95,1200.0,52.5,,88433.0,21.17,30.88,249.0,31.99,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-08-02T08:03:04.559Z,EUR,277051.0,6.39,0.99,5.67,4.95,6.09,6.32,143.06,60.0,179.45,300.0,140.16,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-08-02T08:03:04.559Z,EUR,278508.0,6.9,0.2,5.95,2.49,7.65,7.31,43.42,15.0,46.91,55.0,44.87,33.59,2026-08-02T08:03:02.203Z,USD,,,,,,,88439.0,16.56,26.0,200.0,24.72,,88439.0,100.0,249.98,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-08-02T08:03:04.559Z,EUR,274853.0,4.55,0.2,6.84,20.0,6.88,6.79,249.9,250.0,349.87,289.99,305.69,185.12,2026-08-02T08:03:01.791Z,USD,,,,,,,88434.0,3.7,5.25,706.54,10.46,199.79,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-08-02T08:03:04.559Z,EUR,274358.0,10.33,1.74,13.71,1.95,14.05,13.44,,,0.0,,,,2026-08-02T08:03:01.762Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.87,39.99,209.1,29.14,26.47,87540.0,3.59,6.65,79.59,8.62,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-08-02T08:03:04.559Z,EUR,274367.0,11.0,1.7,10.2,8.25,11.67,17.3,,,0.0,,,,2026-08-02T08:03:01.762Z,USD,,,,,,,,,,,,,,,,,,,88887.0,15.0,28.0,179.9,25.35,,88887.0,4.77,9.0,96.95,10.22,5.06
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-08-02T08:03:04.559Z,EUR,277853.0,2.18,0.02,2.18,2.01,2.07,2.32,28.33,1.0,28.08,32.18,23.34,16.66,2026-08-02T08:03:02.165Z,USD,,,,,,,88438.0,5.91,11.56,90.0,12.44,,88438.0,45.77,99.5,896.34,61.59,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-08-02T08:03:04.559Z,EUR,275180.0,99.73,24.9,108.84,84.5,112.99,87.38,353.33,199.94,344.92,400.0,312.85,197.65,2026-08-02T08:03:01.811Z,USD,,,,,,,88435.0,179.99,242.47,349.0,177.88,,88435.0,1200.0,1228.32,1256.64,700.0,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-08-02T08:03:04.559Z,EUR,733770.0,59.29,35.9,57.29,62.63,57.62,59.31,,,0.0,,,,2026-08-02T08:03:02.716Z,USD,517035.0,60.91,77.0,5000.0,70.07,78.52,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-08-02T08:03:04.559Z,EUR,826067.0,58.98,22.0,54.6,48.93,57.16,57.22,,,0.0,,,,2026-08-02T08:03:02.774Z,USD,632993.0,53.75,75.0,603.45,70.2,79.69,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-08-02T08:03:04.559Z,EUR,388872.0,96.67,21.99,101.55,98.0,80.37,85.26,,,14.95,11.95,14.84,10.99,2026-08-02T08:03:02.588Z,USD,194954.0,173.19,249.69,873.35,148.81,248.68,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-08-02T08:03:04.559Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-08-02T08:03:02.588Z,USD,194955.0,389.52,419.97,449.99,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-08-02T08:03:04.559Z,EUR,869837.0,57.53,20.9,56.47,66.83,55.87,57.54,,,0.0,,,,2026-08-02T08:03:02.799Z,USD,676038.0,72.39,83.97,706.2,76.72,82.19,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-08-02T08:03:04.559Z,EUR,388987.0,79.63,29.0,84.26,65.0,68.32,89.67,,,25.75,16.9,21.84,18.6,2026-08-02T08:03:02.588Z,USD,194956.0,233.83,300.0,1369.9,201.39,399.69,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
