id,name,localId,rarity,supertype,subtypes,set,tp_updated,tp_unit,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
A2b-030,Kadabra,030,Two Diamond,,,Shining Revelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base1-32,Kadabra,32,Uncommon,,,Base Set,2026-07-29T08:03:01.660Z,USD,2026-07-29T08:03:04.597Z,EUR,273727.0,2.48,0.02,1.71,0.8,2.67,1.89,,,3.32,8.0,2.04,2.04,42374.0,0.45,1.05,9999.0,2.05,,,,,,,,,,,,,,,,,,,,,,,,,
base5-39,Dark Kadabra,39,Uncommon,,,Team Rocket,2026-07-29T08:03:01.732Z,USD,2026-07-29T08:03:04.597Z,EUR,274092.0,2.43,0.05,2.2,0.85,1.94,2.25,,,0.15,0.15,0.77,0.77,,,,,,,84618.0,3.25,6.3,77.0,6.52,,84618.0,0.68,1.59,100.0,3.02,9.99,,,,,,,,,,,,
base4-46,Kadabra,46,Uncommon,,,Base Set 2,2026-07-29T08:03:01.713Z,USD,2026-07-29T08:03:04.597Z,EUR,273969.0,1.03,0.1,0.94,0.85,1.21,1.08,,,0.0,,,,42509.0,0.45,1.16,100.0,2.35,,,,,,,,,,,,,,,,,,,,,,,,,
lc-49,Kadabra,49,Uncommon,,,Legendary Collection,2026-07-29T08:03:01.980Z,USD,2026-07-29T08:03:04.597Z,EUR,274814.0,3.22,0.2,3.01,1.3,2.73,1.99,130.0,40.0,154.14,150.0,89.88,86.54,86404.0,1.42,3.87,56.13,4.75,48.81,,,,,,,,,,,,,86404.0,2021.78,2021.78,4699.0,169.24,,,,,,,
me01-055,Kadabra,055,Uncommon,,,Mega Evolution,2026-07-29T08:03:04.871Z,USD,2026-07-29T08:03:04.597Z,EUR,851126.0,0.08,0.02,0.08,0.04,0.07,0.08,0.21,0.02,0.19,0.12,0.24,0.22,654394.0,0.01,0.23,1000.0,0.22,0.1,,,,,,,,,,,,,654394.0,0.05,0.33,999.0,0.34,0.79,,,,,,
gym2-58,Sabrina's Kadabra,58,Uncommon,,,Gym Challenge,2026-07-29T08:03:01.760Z,USD,2026-07-29T08:03:04.597Z,EUR,274326.0,4.76,0.49,33.33,203.48,37.43,13.55,,,24.0,24.0,13.25,13.25,,,,,,,88882.0,15.0,18.74,613.0,16.0,,88882.0,2.29,4.75,39.48,4.71,,,,,,,,,,,,,
sv03.5-064,Kadabra,064,Uncommon,,,151,2026-07-29T08:03:04.683Z,USD,2026-07-29T08:03:04.597Z,EUR,733659.0,0.07,0.02,0.07,0.03,0.06,0.07,0.22,0.02,0.21,0.24,0.21,0.21,516269.0,0.01,0.2,1000.0,0.18,0.01,,,,,,,,,,,,,516269.0,0.07,0.31,19.98,0.31,0.28,,,,,,
ecard3-69,Kadabra,69,Common,,,Skyridge,2026-07-29T08:03:02.030Z,USD,2026-07-29T08:03:04.597Z,EUR,275327.0,18.99,1.0,11.63,6.0,21.72,9.57,33.98,5.0,72.78,34.98,22.94,41.6,86405.0,29.99,54.99,287.7,27.74,,,,,,,,,,,,,,86405.0,134.39,134.39,134.39,66.98,,,,,,,
sv06-081,Kadabra,081,Common,,,Twilight Masquerade,2026-07-29T08:03:04.762Z,USD,2026-07-29T08:03:04.597Z,EUR,769255.0,0.05,0.02,0.04,0.03,0.04,0.05,0.13,0.02,0.08,0.05,0.1,0.13,550125.0,0.01,0.2,1000.0,0.19,0.1,,,,,,,,,,,,,550125.0,0.05,0.26,999.0,0.27,0.1,,,,,,
ecard1-84,Kadabra,84,Uncommon,,,Expedition Base Set,2026-07-29T08:03:01.983Z,USD,2026-07-29T08:03:04.597Z,EUR,274959.0,5.43,0.49,5.48,6.0,5.64,4.88,27.67,5.95,24.49,38.0,29.45,21.76,86406.0,5.5,9.0,89.99,9.28,85.62,,,,,,,,,,,,,86406.0,29.99,39.99,49.99,80.0,,,,,,,
A1-116,Kadabra,116,Two Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv04.5-149,Kadabra,149,Shiny rare,,,Paldean Fates,2026-07-29T08:03:04.700Z,USD,2026-07-29T08:03:04.597Z,EUR,751688.0,6.09,1.99,6.37,7.0,6.22,5.99,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,534634.0,5.5,8.42,97.08,8.06,19.97
