id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-08T18:05:10.078Z,EUR,280619.0,10.21,0.1,9.18,2.95,6.0,5.16,58.88,25.0,35.83,10.0,23.29,16.34,2026-07-08T18:05:07.060Z,USD,,,,,,,88441.0,11.15,17.0,99.99,15.74,94.44,88441.0,149.99,150.0,175.0,22.51,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-08T18:05:10.078Z,EUR,280619.0,10.21,0.1,9.18,2.95,6.0,5.16,58.88,25.0,35.83,10.0,23.29,16.34,2026-07-08T18:05:07.060Z,USD,,,,,,,88442.0,2.3,8.31,43.88,8.31,43.88,88442.0,97.0,103.5,199.99,24.57,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-08T18:05:10.078Z,EUR,377505.0,64.96,14.0,70.44,119.99,108.88,63.34,,,6.71,7.5,7.17,6.56,2026-07-08T18:05:07.267Z,USD,194953.0,100.62,169.99,753.04,132.98,169.34,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-08T18:05:11.087Z,EUR,869650.0,0.07,0.02,0.07,0.08,0.07,0.07,,,0.0,,,,2026-07-08T18:05:07.558Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.26,0.24,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-08T18:05:10.691Z,EUR,407849.0,0.36,0.02,1.0,1.43,1.06,0.54,10.67,9.98,14.64,10.0,18.21,10.83,2026-07-08T18:05:07.278Z,USD,,,,,,,201216.0,1.42,2.75,39.71,2.76,3.2,201216.0,19.99,25.99,186.35,25.3,29.02,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-08T18:05:10.078Z,EUR,276021.0,10.43,0.5,12.63,30.0,11.38,10.53,125.0,17.0,110.47,54.99,132.14,64.36,2026-07-08T18:05:06.607Z,USD,,,,,,,88436.0,28.0,33.95,459.7,29.05,,88436.0,299.0,327.5,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-08T18:05:11.087Z,EUR,825919.0,0.07,0.02,0.07,0.06,0.07,0.07,0.39,0.02,0.42,0.18,0.42,0.38,2026-07-08T18:05:07.533Z,USD,,,,,,,630812.0,0.01,0.29,19.98,0.25,0.1,630812.0,0.25,1.01,25.0,0.98,0.5,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-08T18:05:11.087Z,EUR,273914.0,2.01,0.02,2.15,1.47,2.43,1.96,,,1.03,1.0,0.72,0.72,2026-07-08T18:05:06.363Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.0,10.93,49.99,11.08,7.49,44455.0,0.19,1.15,96.95,1.3,0.89
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-08T18:05:11.087Z,EUR,274190.0,10.3,0.75,10.28,2.99,12.8,10.2,,,0.0,,,,2026-07-08T18:05:06.376Z,USD,,,,,,,,,,,,,,,,,,,87539.0,25.95,293.0,329.88,28.66,329.88,87539.0,3.5,7.99,107.94,9.2,89.99
sv03.5-054,Psyduck,054,Common,,,151,2026-07-08T18:05:11.087Z,EUR,733649.0,0.07,0.02,0.08,0.09,0.09,0.07,0.31,0.02,0.33,0.43,0.4,0.33,2026-07-08T18:05:07.453Z,USD,,,,,,,516231.0,0.03,0.23,19.34,0.22,0.13,516231.0,0.15,0.48,99.0,0.55,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-08T18:05:11.087Z,EUR,274118.0,2.37,0.05,4.35,11.25,4.28,2.4,,,4.71,5.0,1.87,1.87,2026-07-08T18:05:06.372Z,USD,,,,,,,,,,,,,,,,,,,88431.0,1.03,8.0,82.86,8.02,4.92,88431.0,0.35,1.15,4321.0,1.96,1.99
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-08T18:05:11.087Z,EUR,276362.0,16.79,4.9,16.98,24.9,14.07,15.94,162.5,124.95,201.43,100.0,157.14,126.52,2026-07-08T18:05:06.617Z,USD,,,,,,,88437.0,17.49,29.25,149.99,29.9,41.79,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-08T18:05:11.087Z,EUR,275850.0,7.58,0.1,8.45,12.99,9.23,7.36,38.72,3.5,37.06,15.0,28.9,23.12,2026-07-08T18:05:06.590Z,USD,,,,,,,88432.0,12.24,17.16,144.93,17.22,14.49,88432.0,90.0,450.0,852.52,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-08T18:05:10.686Z,EUR,279604.0,4.86,0.04,4.96,6.0,3.98,4.56,26.95,35.0,42.5,26.95,38.76,28.4,2026-07-08T18:05:07.008Z,USD,,,,,,,88440.0,8.51,15.22,120.7,17.42,11.76,88440.0,37.31,73.35,105.0,51.09,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-08T18:05:11.087Z,EUR,274731.0,9.03,0.2,12.04,2.67,14.99,8.96,,,0.0,,,,2026-07-08T18:05:06.434Z,USD,,,,,,,,,,,,,,,,,,,88433.0,52.5,99.99,1200.0,52.5,,88433.0,19.99,30.94,4321.0,31.4,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-08T18:05:10.078Z,EUR,277051.0,9.01,0.5,4.42,5.0,6.04,8.77,35.0,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-08T18:05:11.087Z,EUR,278508.0,7.4,0.2,6.34,9.11,7.4,7.22,64.99,15.0,41.36,55.0,42.16,29.09,2026-07-08T18:05:06.978Z,USD,,,,,,,88439.0,14.21,27.36,200.0,25.73,,88439.0,99.99,249.99,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-08T18:05:11.087Z,EUR,274853.0,4.18,0.13,6.75,6.0,4.38,6.4,,250.0,312.07,349.99,300.91,174.46,2026-07-08T18:05:06.476Z,USD,,,,,,,88434.0,4.0,6.75,706.54,8.6,199.89,,,,,,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-08T18:05:11.087Z,EUR,274358.0,8.19,1.35,9.22,11.98,9.57,8.2,,,0.0,,,,2026-07-08T18:05:06.384Z,USD,,,,,,,,,,,,,,,,,,,87540.0,20.0,30.5,210.16,28.01,96.95,87540.0,3.48,6.79,4321.0,9.71,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-08T18:05:10.686Z,EUR,274367.0,20.22,1.5,18.58,3.97,13.72,16.67,,,0.0,,,,2026-07-08T18:05:06.384Z,USD,,,,,,,,,,,,,,,,,,,88887.0,14.99,23.33,179.9,24.49,,88887.0,3.25,8.99,96.95,10.4,14.47
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-08T18:05:11.087Z,EUR,277853.0,2.33,0.02,2.57,4.63,2.09,2.26,13.81,1.0,23.46,25.0,15.24,14.33,2026-07-08T18:05:06.954Z,USD,,,,,,,88438.0,6.5,12.09,90.0,12.21,,88438.0,74.99,349.99,897.4,40.43,349.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-08T18:05:11.087Z,EUR,275180.0,72.18,24.9,88.36,69.0,88.2,65.98,277.19,199.94,303.17,260.0,270.85,177.34,2026-07-08T18:05:06.517Z,USD,,,,,,,88435.0,229.99,273.0,399.0,167.64,,,,,,,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-08T18:05:11.087Z,EUR,733770.0,57.81,40.0,57.29,45.0,55.26,56.83,,,0.0,,,,2026-07-08T18:05:07.453Z,USD,517035.0,65.0,85.0,5000.0,78.2,66.83,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-08T18:05:11.087Z,EUR,826067.0,57.7,24.99,53.85,41.68,54.31,55.55,,,0.0,,,,2026-07-08T18:05:07.533Z,USD,632993.0,65.0,80.0,550.0,71.24,79.83,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-08T18:05:11.087Z,EUR,388872.0,92.03,22.0,92.25,75.0,97.49,82.21,,,14.95,11.95,14.84,10.99,2026-07-08T18:05:07.267Z,USD,194954.0,131.3,189.84,873.35,136.3,178.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-08T18:05:11.087Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-08T18:05:07.267Z,USD,194955.0,389.52,419.97,499.61,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-08T18:05:10.078Z,EUR,869837.0,66.23,19.98,55.93,54.43,56.65,62.64,,,0.0,,,,2026-07-08T18:05:07.558Z,USD,676038.0,74.04,99.41,899.99,86.6,89.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-08T18:05:10.686Z,EUR,388987.0,88.5,19.9,101.68,29.9,80.98,91.78,,,25.75,16.9,21.84,18.6,2026-07-08T18:05:07.267Z,USD,194956.0,210.84,300.0,1369.9,184.83,399.68,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
