id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
2018sm-2,Psyduck,2,None,,,McDonald's Collection 2018,2026-07-30T08:03:05.968Z,EUR,366770.0,22.49,0.9,24.74,22.0,23.37,15.03,,,1.63,0.49,1.35,1.7,2026-07-30T08:03:05.055Z,USD,180451.0,34.97,85.9,699.4,67.08,,,,,,,,,,,,,,,,,,,,,,,,,
det1-7,Psyduck,7,Common,,,Detective Pikachu,2026-07-30T08:03:05.968Z,EUR,370626.0,0.69,0.02,0.95,1.1,0.78,0.74,0.8,0.1,1.06,0.8,0.9,0.67,2026-07-30T08:03:05.080Z,USD,186010.0,0.2,1.0,9.99,0.98,1.95,,,,,,,,,,,,,,,,,,,,,,,,
mep-007,Psyduck,007,Promo,,,MEP Black Star Promos,2026-07-30T08:03:05.968Z,EUR,851053.0,7.29,0.5,7.93,5.64,7.91,7.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sm115-11,Psyduck,11,Common,,,Hidden Fates,2026-07-30T08:03:05.968Z,EUR,394772.0,0.11,0.02,0.13,0.06,0.12,0.12,6.05,1.0,6.64,7.99,6.98,4.22,2026-07-30T08:03:05.100Z,USD,,,,,,,197653.0,0.11,0.36,5.0,0.35,,197653.0,2.74,4.0,19.98,3.88,,,,,,,,,,,,,
xy9-16,Psyduck,16,Common,,,BREAKpoint,2026-07-30T08:03:05.968Z,EUR,288191.0,0.88,0.02,1.13,1.13,1.2,0.82,21.59,0.08,15.7,0.5,12.23,8.75,2026-07-30T08:03:04.636Z,USD,,,,,,,111519.0,0.31,1.25,19.99,1.27,,111519.0,4.0,13.0,8000.0,14.48,,,,,,,,,,,,,
basep-20,Psyduck,20,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swsh7-24,Psyduck,24,Common,,,Evolving Skies,2026-07-30T08:03:05.968Z,EUR,574048.0,0.08,0.02,0.1,0.05,0.11,0.09,0.41,0.04,0.36,0.3,0.49,0.42,2026-07-30T08:03:05.363Z,USD,,,,,,,246816.0,0.04,0.29,19.86,0.28,0.04,246816.0,0.15,0.55,19.98,0.59,,,,,,,,,,,,,
sm9-26,Psyduck,26,Common,,,Team Up,2026-07-30T08:03:05.968Z,EUR,368958.0,0.26,0.02,0.41,0.24,0.42,0.33,6.59,1.2,9.24,1.2,6.9,5.01,2026-07-30T08:03:05.071Z,USD,,,,,,,183797.0,0.41,0.97,19.98,0.91,,183797.0,12.0,18.0,39.96,18.05,,,,,,,,,,,,,
sm1-28,Psyduck,28,Common,,,Sun & Moon,2026-07-30T08:03:05.968Z,EUR,295338.0,0.82,0.02,0.84,0.8,1.0,0.93,5.82,0.03,6.61,0.5,5.05,3.79,2026-07-30T08:03:04.844Z,USD,,,,,,,126899.0,0.35,0.94,20.0,0.86,,126899.0,3.25,8.19,8000.0,7.33,,,,,,,,,,,,,
swsh10-028,Psyduck,028,Common,,,Astral Radiance,2026-07-30T08:03:05.968Z,EUR,658533.0,0.07,0.02,0.09,0.11,0.08,0.08,0.31,0.02,0.38,0.42,0.37,0.35,2026-07-30T08:03:05.587Z,USD,,,,,,,272228.0,0.01,0.25,19.98,0.24,,272228.0,0.15,0.5,19.98,0.5,,,,,,,,,,,,,
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-30T08:03:05.968Z,EUR,280619.0,13.61,0.15,12.7,0.1,14.81,10.4,,25.0,35.83,10.0,23.29,16.34,2026-07-30T08:03:04.163Z,USD,,,,,,,88441.0,11.0,14.67,99.99,16.67,94.44,88441.0,45.0,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-30T08:03:05.968Z,EUR,280619.0,13.61,0.15,12.7,0.1,14.81,10.4,,25.0,35.83,10.0,23.29,16.34,2026-07-30T08:03:04.163Z,USD,,,,,,,88442.0,2.4,6.5,43.88,6.44,43.88,88442.0,36.0,98.5,199.99,25.9,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-30T08:03:05.968Z,EUR,377505.0,72.54,14.0,65.98,68.5,50.23,58.98,,,6.71,7.5,7.17,6.56,2026-07-30T08:03:05.097Z,USD,194953.0,101.0,165.15,752.44,142.92,129.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-30T08:03:05.483Z,EUR,869650.0,0.08,0.02,0.06,0.08,0.06,0.07,,,0.0,,,,2026-07-30T08:03:06.007Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.32,0.27,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-30T08:03:05.968Z,EUR,407849.0,0.7,0.02,0.36,0.39,0.63,0.64,26.5,9.98,22.07,21.5,24.14,12.71,2026-07-30T08:03:05.115Z,USD,,,,,,,201216.0,1.75,2.9,39.61,2.9,3.02,201216.0,19.99,25.7,8000.0,25.65,,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-30T08:03:05.968Z,EUR,276021.0,13.17,1.5,14.49,0.5,14.17,11.49,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-30T08:03:02.945Z,USD,,,,,,,88436.0,26.65,35.0,459.7,31.78,,88436.0,175.0,314.5,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-30T08:03:05.968Z,EUR,825919.0,0.07,0.02,0.08,0.06,0.08,0.07,0.43,0.02,0.29,0.11,0.26,0.38,2026-07-30T08:03:05.931Z,USD,,,,,,,630812.0,0.01,0.27,19.98,0.19,0.2,630812.0,0.05,0.98,1000.0,0.95,1.08,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-30T08:03:05.968Z,EUR,273914.0,2.13,0.02,4.96,1.55,3.74,2.59,,,1.03,1.0,0.72,0.72,2026-07-30T08:03:02.509Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,9.49,47.12,12.46,7.44,44455.0,0.16,1.13,96.95,1.94,0.75
sv03.5-054,Psyduck,054,Common,,,151,2026-07-30T08:03:05.968Z,EUR,733649.0,0.07,0.02,0.09,0.07,0.09,0.08,0.34,0.02,0.34,0.4,0.29,0.34,2026-07-30T08:03:05.788Z,USD,,,,,,,516231.0,0.04,0.25,19.18,0.24,0.09,516231.0,0.15,0.53,19.46,0.88,1.97,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-30T08:03:05.968Z,EUR,274190.0,10.95,1.79,11.94,26.5,15.19,11.85,,,0.0,,,,2026-07-30T08:03:02.526Z,USD,,,,,,,,,,,,,,,,,,,87539.0,42.98,62.48,329.88,28.94,44.98,87539.0,4.35,7.0,94.4,10.69,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-30T08:03:05.968Z,EUR,274118.0,2.66,0.05,2.6,2.85,2.62,2.75,,,4.71,5.0,1.87,1.87,2026-07-30T08:03:02.514Z,USD,,,,,,,,,,,,,,,,,,,88431.0,3.99,7.75,81.98,7.23,5.28,88431.0,0.48,1.26,18.78,2.1,1.2
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-30T08:03:05.953Z,EUR,276362.0,15.32,7.9,15.79,4.9,15.88,16.22,171.32,119.95,198.22,129.0,189.7,153.96,2026-07-30T08:03:03.168Z,USD,,,,,,,88437.0,19.94,29.89,602.4,30.21,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-30T08:03:05.968Z,EUR,275850.0,7.19,0.7,5.68,0.1,6.88,7.24,17.26,3.5,31.84,9.43,23.86,23.15,2026-07-30T08:03:02.874Z,USD,,,,,,,88432.0,12.25,17.33,144.89,17.33,,88432.0,89.5,399.99,849.8,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-30T08:03:06.663Z,EUR,279604.0,4.54,0.05,4.97,2.4,5.46,4.4,47.99,29.98,48.8,47.99,40.76,29.07,2026-07-30T08:03:03.840Z,USD,,,,,,,88440.0,7.99,16.78,120.7,17.8,,88440.0,79.75,83.33,86.9,51.65,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-30T08:03:05.953Z,EUR,274731.0,10.17,0.2,10.46,6.2,8.52,8.55,,,0.0,,,,2026-07-30T08:03:02.600Z,USD,,,,,,,,,,,,,,,,,,,88433.0,58.69,144.97,1200.0,52.5,,88433.0,21.39,31.1,249.0,31.99,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-30T08:03:06.663Z,EUR,277051.0,6.39,0.8,5.57,1.0,5.16,6.12,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
