id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-21T08:03:04.457Z,EUR,280619.0,9.42,0.1,13.38,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-21T08:03:01.864Z,USD,,,,,,,88441.0,11.0,15.5,99.99,16.15,94.44,88441.0,59.99,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-21T08:03:04.252Z,EUR,280619.0,9.42,0.1,13.38,20.0,12.1,8.86,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-21T08:03:01.864Z,USD,,,,,,,88442.0,2.26,7.0,43.88,7.36,43.88,88442.0,90.0,100.0,199.99,25.33,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-21T08:03:04.094Z,EUR,377505.0,64.96,14.0,62.25,85.0,48.08,63.44,,,6.71,7.5,7.17,6.56,2026-07-21T08:03:02.109Z,USD,194953.0,100.0,168.92,752.48,142.93,100.0,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-21T08:03:04.457Z,EUR,869650.0,0.08,0.02,0.07,0.03,0.07,0.07,,,0.0,,,,2026-07-21T08:03:02.304Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.32,0.3,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-21T08:03:04.457Z,EUR,407849.0,0.62,0.02,0.54,0.4,0.62,0.62,17.89,9.98,19.05,34.99,24.99,12.44,2026-07-21T08:03:02.125Z,USD,,,,,,,201216.0,1.72,2.75,39.61,2.82,3.2,201216.0,18.0,25.92,186.35,25.33,29.97,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-21T08:03:04.457Z,EUR,276021.0,13.17,0.5,17.24,8.0,16.89,11.5,121.66,17.0,110.47,54.99,132.14,64.36,2026-07-21T08:03:01.348Z,USD,,,,,,,88436.0,24.99,33.71,459.7,30.28,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-21T08:03:04.457Z,EUR,825919.0,0.07,0.02,0.06,0.03,0.06,0.07,0.43,0.02,0.34,0.19,0.3,0.4,2026-07-21T08:03:02.278Z,USD,,,,,,,630812.0,0.01,0.29,19.98,0.3,0.27,630812.0,0.25,1.0,25.0,0.92,0.88,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-21T08:03:04.252Z,EUR,273914.0,2.01,0.02,3.73,1.52,2.08,2.16,,,1.03,1.0,0.72,0.72,2026-07-21T08:03:01.259Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.01,9.99,4321.0,11.78,7.48,44455.0,0.19,1.17,96.95,1.83,0.25
sv03.5-054,Psyduck,054,Common,,,151,2026-07-21T08:03:04.457Z,EUR,733649.0,0.07,0.02,0.08,0.1,0.07,0.07,0.34,0.02,0.38,0.69,0.34,0.33,2026-07-21T08:03:02.235Z,USD,,,,,,,516231.0,0.03,0.24,19.22,0.26,0.05,516231.0,0.15,0.5,19.48,0.51,0.55,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-21T08:03:04.115Z,EUR,274190.0,10.3,0.75,11.19,6.75,6.56,9.47,,,0.0,,,,2026-07-21T08:03:01.270Z,USD,,,,,,,,,,,,,,,,,,,87539.0,25.95,286.0,329.88,28.14,329.88,87539.0,3.5,6.96,110.54,10.58,
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-21T08:03:04.252Z,EUR,274118.0,2.37,0.02,3.33,0.35,1.62,2.57,,,4.71,5.0,1.87,1.87,2026-07-21T08:03:01.266Z,USD,,,,,,,,,,,,,,,,,,,88431.0,4.0,7.92,82.32,7.77,4.91,88431.0,0.48,1.31,4321.0,2.26,0.63
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-21T08:03:04.252Z,EUR,276362.0,17.56,4.9,18.42,20.0,17.55,16.22,209.98,124.95,201.19,199.99,185.56,152.99,2026-07-21T08:03:01.363Z,USD,,,,,,,88437.0,17.99,28.25,8500.0,30.23,602.4,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-21T08:03:04.457Z,EUR,275850.0,6.52,0.1,6.83,3.37,7.43,7.3,15.0,3.5,38.11,28.99,26.57,23.73,2026-07-21T08:03:01.334Z,USD,,,,,,,88432.0,12.69,17.1,144.91,17.15,,88432.0,224.99,450.0,852.52,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-21T08:03:04.252Z,EUR,279604.0,3.89,0.04,5.68,3.9,4.48,3.89,,29.99,48.8,47.99,40.76,29.07,2026-07-21T08:03:01.773Z,USD,,,,,,,88440.0,8.21,15.47,120.7,17.73,,88440.0,79.75,105.0,109.4,51.09,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-21T08:03:04.252Z,EUR,274731.0,9.03,0.2,9.38,10.75,6.18,8.86,,,0.0,,,,2026-07-21T08:03:01.300Z,USD,,,,,,,,,,,,,,,,,,,88433.0,74.0,99.99,1200.0,52.5,,88433.0,22.25,32.57,4321.0,31.56,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-21T08:03:04.457Z,EUR,277051.0,5.86,0.8,7.01,2.99,7.17,6.12,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-21T08:03:04.457Z,EUR,278508.0,7.14,0.2,6.75,3.0,6.35,7.11,62.5,15.0,40.54,22.0,42.39,29.48,2026-07-21T08:03:01.698Z,USD,,,,,,,88439.0,17.49,27.56,200.0,26.02,,88439.0,99.99,248.99,1399.9,149.99,,,,,,,,,,,,,
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-21T08:03:04.457Z,EUR,274853.0,4.55,0.2,5.74,3.99,4.35,6.1,249.9,250.0,341.29,249.9,294.66,179.15,2026-07-21T08:03:01.305Z,USD,,,,,,,88434.0,3.0,5.07,706.54,9.59,7.6,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-21T08:03:04.457Z,EUR,274358.0,8.19,1.35,9.97,5.2,10.43,8.67,,,0.0,,,,2026-07-21T08:03:01.276Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.89,31.74,209.6,28.34,96.95,87540.0,3.5,6.78,28322.14,8.57,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-21T08:03:04.094Z,EUR,274367.0,20.22,1.5,8.48,4.8,6.54,15.98,,,0.0,,,,2026-07-21T08:03:01.276Z,USD,,,,,,,,,,,,,,,,,,,88887.0,14.99,24.95,179.9,25.03,,88887.0,3.0,8.58,96.95,10.21,6.15
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-21T08:03:04.252Z,EUR,277853.0,2.27,0.02,2.83,7.99,3.18,2.53,15.33,1.0,23.46,25.0,15.24,14.33,2026-07-21T08:03:01.653Z,USD,,,,,,,88438.0,6.49,12.53,90.0,12.67,,88438.0,99.99,299.99,896.84,45.99,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-21T08:03:04.252Z,EUR,275180.0,75.53,24.9,85.46,55.0,82.7,74.06,274.33,199.94,344.92,400.0,312.85,197.65,2026-07-21T08:03:01.319Z,USD,,,,,,,88435.0,234.99,250.0,279.99,167.5,,88435.0,1200.0,1200.0,1200.0,391.4,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-21T08:03:04.252Z,EUR,733770.0,62.51,30.0,65.14,53.3,69.58,61.85,,,0.0,,,,2026-07-21T08:03:02.235Z,USD,517035.0,63.41,80.99,5000.0,74.6,72.99,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-21T08:03:04.252Z,EUR,826067.0,58.98,22.0,57.45,68.58,48.27,58.38,,,0.0,,,,2026-07-21T08:03:02.278Z,USD,632993.0,67.99,78.0,550.0,71.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-21T08:03:04.252Z,EUR,388872.0,74.99,21.99,99.02,140.0,81.49,84.5,,,14.95,11.95,14.84,10.99,2026-07-21T08:03:02.109Z,USD,194954.0,178.99,193.96,873.35,144.45,178.99,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-21T08:03:04.252Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-21T08:03:02.109Z,USD,194955.0,389.52,419.97,499.61,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-21T08:03:04.252Z,EUR,869837.0,58.79,22.0,60.07,61.42,59.81,59.27,,,0.0,,,,2026-07-21T08:03:02.304Z,USD,676038.0,70.0,87.17,4321.0,74.18,80.0,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-21T08:03:04.457Z,EUR,388987.0,85.21,29.0,101.02,89.99,78.12,92.07,,,25.75,16.9,21.84,18.6,2026-07-21T08:03:02.109Z,USD,194956.0,227.3,374.85,1369.9,195.77,399.69,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
