id,name,localId,rarity,supertype,subtypes,set,tp_updated,tp_unit,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
A2b-030,Kadabra,030,Two Diamond,,,Shining Revelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base1-32,Kadabra,32,Uncommon,,,Base Set,2026-07-22T08:03:03.054Z,USD,2026-07-22T08:03:06.471Z,EUR,273727.0,2.48,0.02,0.38,1.2,1.65,2.44,,,3.32,8.0,2.04,2.04,42374.0,0.45,1.08,9999.0,1.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,
base5-39,Dark Kadabra,39,Uncommon,,,Team Rocket,2026-07-22T08:03:03.120Z,USD,2026-07-22T08:03:06.471Z,EUR,274092.0,2.43,0.05,2.56,0.59,2.41,2.61,,,0.15,0.15,0.77,0.77,,,,,,,84618.0,3.25,6.39,77.0,6.49,,84618.0,0.68,1.54,100.0,2.31,2.77,,,,,,,,,,,,
base4-46,Kadabra,46,Uncommon,,,Base Set 2,2026-07-22T08:03:03.105Z,USD,2026-07-22T08:03:06.471Z,EUR,273969.0,1.03,0.1,0.7,0.95,0.77,1.08,,,0.0,,,,42509.0,0.45,1.15,4321.0,2.01,6.99,,,,,,,,,,,,,,,,,,,,,,,,
lc-49,Kadabra,49,Uncommon,,,Legendary Collection,2026-07-22T08:03:03.180Z,USD,2026-07-22T08:03:06.471Z,EUR,274814.0,3.22,0.2,3.01,1.3,2.73,1.99,130.0,40.0,154.14,150.0,89.88,86.54,86404.0,1.42,3.23,49.81,4.59,48.83,,,,,,,,,,,,,86404.0,2021.78,2021.78,4699.0,173.39,,,,,,,
me01-055,Kadabra,055,Uncommon,,,Mega Evolution,2026-07-22T08:03:04.135Z,USD,2026-07-22T08:03:06.471Z,EUR,851126.0,0.08,0.02,0.09,0.09,0.09,0.07,0.21,0.02,0.16,0.17,0.18,0.21,654394.0,0.01,0.22,1000.0,0.21,0.17,,,,,,,,,,,,,654394.0,0.05,0.32,96.95,0.32,0.38,,,,,,
gym2-58,Sabrina's Kadabra,58,Uncommon,,,Gym Challenge,2026-07-22T08:03:03.134Z,USD,2026-07-22T08:03:06.471Z,EUR,274326.0,4.76,0.49,3.29,2.0,6.24,8.88,,,24.0,24.0,13.25,13.25,,,,,,,88882.0,15.0,19.06,613.0,16.21,,88882.0,2.29,4.99,39.48,6.11,,,,,,,,,,,,,
sv03.5-064,Kadabra,064,Uncommon,,,151,2026-07-22T08:03:04.059Z,USD,2026-07-22T08:03:06.627Z,EUR,733659.0,0.07,0.02,0.07,0.02,0.07,0.07,0.22,0.02,0.22,0.2,0.19,0.21,516269.0,0.01,0.2,1000.0,0.18,0.01,,,,,,,,,,,,,516269.0,0.07,0.31,19.98,0.32,0.28,,,,,,
ecard3-69,Kadabra,69,Common,,,Skyridge,2026-07-22T08:03:03.201Z,USD,2026-07-22T08:03:06.558Z,EUR,275327.0,15.38,1.0,13.29,3.5,21.49,9.11,26.24,5.0,72.78,34.98,22.94,41.6,86405.0,29.99,49.99,287.7,27.74,,,,,,,,,,,,,,,,,,,,,,,,,
sv06-081,Kadabra,081,Common,,,Twilight Masquerade,2026-07-22T08:03:04.080Z,USD,2026-07-22T08:03:06.627Z,EUR,769255.0,0.05,0.02,0.05,0.02,0.05,0.05,0.14,0.02,0.1,0.04,0.12,0.15,550125.0,0.01,0.2,1000.0,0.19,0.1,,,,,,,,,,,,,550125.0,0.01,0.27,5.0,0.27,0.12,,,,,,
ecard1-84,Kadabra,84,Uncommon,,,Expedition Base Set,2026-07-22T08:03:03.186Z,USD,2026-07-22T08:03:06.471Z,EUR,274959.0,4.04,0.49,5.35,4.0,6.6,4.59,31.6,5.95,24.49,38.0,29.45,21.76,86406.0,5.5,8.63,89.99,9.01,85.62,,,,,,,,,,,,,86406.0,39.99,39.99,39.99,80.0,,,,,,,
A1-116,Kadabra,116,Two Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv04.5-149,Kadabra,149,Shiny rare,,,Paldean Fates,2026-07-22T08:03:04.072Z,USD,2026-07-22T08:03:06.399Z,EUR,751688.0,5.77,3.49,6.31,9.5,6.41,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,534634.0,5.5,7.99,97.16,7.67,11.25
