id,name,localId,rarity,supertype,subtypes,set,tp_updated,tp_unit,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
basep-1,Pikachu,1,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fut2020-1,Pikachu on the Ball,1,None,,,Pokémon Futsal 2020,,,2026-07-09T18:05:09.065Z,EUR,506930.0,143.5,115.0,187.59,125.0,154.24,173.92,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024sv-2,Pikachu,2,None,,,McDonald's Collection 2024,,,2026-07-09T18:05:09.065Z,EUR,802824.0,1.85,0.2,3.22,2.5,1.68,1.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-4,Pikachu,4,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018sm-4,Pikachu,4,None,,,McDonald's Collection 2018,2026-07-09T18:05:06.473Z,USD,2026-07-09T18:05:09.065Z,EUR,366772.0,12.62,1.0,10.89,12.25,13.05,13.17,,,5.68,3.99,6.1,3.7,180452.0,29.99,33.94,309.8,39.51,,,,,,,,,,,,,,,,,,,,,,,,,
2017sm-5,Pikachu,5,None,,,McDonald's Collection 2017,2026-07-09T18:05:06.452Z,USD,2026-07-09T18:05:09.065Z,EUR,301847.0,11.69,1.0,13.3,17.5,12.29,9.91,,,10.21,15.45,9.59,6.48,152685.0,14.22,27.95,300.8,27.95,,,,,,,,,,,,,,,,,,,,,,,,,
2014xy-5,Pikachu,5,None,,,McDonald's Collection 2014,2026-07-09T18:05:06.367Z,USD,2026-07-09T18:05:09.065Z,EUR,281657.0,5.79,3.5,3.69,6.99,6.53,8.2,,,12.9,14.0,9.21,7.04,110410.0,88.0,355.0,700.99,39.66,,,,,,,,,,,,,,,,,,,,,,,,,
cel25-5,Pikachu,5,Holo Rare,,,Celebrations,2026-07-09T18:05:06.560Z,USD,2026-07-09T18:05:09.065Z,EUR,576750.0,5.7,2.2,4.85,4.55,5.24,5.76,,,0.0,,,,250303.0,2.98,7.86,1000.0,5.93,5.75,,,,,,,,,,,,,,,,,,,,,,,,
ex5.5-5,Pikachu,5,None,,,Poké Card Creator Pack,,,2026-07-09T18:05:09.065Z,EUR,605996.0,400.0,40000.0,400.0,400.0,400.0,400.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk-ex-latio-6,Pikachu,6,None,,,EX trainer Kit (Latios),2026-07-09T18:05:05.635Z,USD,,,,,,,,,,,,,,,,,,,,,,88079.0,3.41,7.69,4321.0,8.4,,,,,,,,,,,,,,,,,,,
2015xy-6,Pikachu,6,None,,,McDonald's Collection 2015,2026-07-09T18:05:06.414Z,USD,2026-07-09T18:05:09.065Z,EUR,293322.0,19.58,1.75,19.26,39.98,18.92,13.96,,,10.31,20.0,9.54,9.62,110424.0,21.5,49.99,9999.0,34.72,,,,,,,,,,,,,,,,,,,,,,,,,
2019sm-6,Pikachu,6,None,,,McDonald's Collection 2019,2026-07-09T18:05:06.498Z,USD,2026-07-09T18:05:09.065Z,EUR,412874.0,10.84,0.5,8.03,1.99,7.44,9.76,,,8.67,5.0,11.67,9.23,200967.0,11.89,69.68,498.49,33.66,449.99,,,,,,,,,,,,,,,,,,,,,,,,
2016xy-6,Pikachu,6,None,,,McDonald's Collection 2016,2026-07-09T18:05:06.432Z,USD,2026-07-09T18:05:09.065Z,EUR,295142.0,14.57,1.4,20.39,36.66,20.12,14.84,,,6.09,3.5,6.0,4.69,275062.0,74.99,89.99,131.97,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023sv-6,Pikachu,6,None,,,McDonald's Collection 2023,,,2026-07-09T18:05:09.065Z,EUR,725423.0,1.88,0.15,1.5,1.85,1.74,1.86,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cel25-6,Flying Pikachu V,6,Holo Rare V,,,Celebrations,2026-07-09T18:05:06.560Z,USD,2026-07-09T18:05:09.065Z,EUR,576751.0,4.05,1.0,3.19,3.17,3.51,4.05,,,0.0,,,,250304.0,3.0,5.0,49.99,4.6,5.07,,,,,,,,,,,,,,,,,,,,,,,,
ru1-7,Pikachu,7,None,,,Pokémon Rumble,,,2026-07-09T18:05:09.065Z,EUR,278848.0,1078.32,300.0,1142.98,1750.0,1174.28,550.86,,500.0,41.46,39.99,37.71,16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
