id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
2018sm-2,Psyduck,2,None,,,McDonald's Collection 2018,2026-08-05T08:03:05.076Z,EUR,366770.0,22.49,0.9,20.31,24.0,22.5,16.11,,,1.63,0.49,1.35,1.7,2026-08-05T08:03:46.440Z,USD,180451.0,47.33,67.45,699.4,75.32,,,,,,,,,,,,,,,,,,,,,,,,,
det1-7,Psyduck,7,Common,,,Detective Pikachu,2026-08-05T08:03:04.511Z,EUR,370626.0,0.69,0.02,0.7,0.6,0.56,0.71,0.8,0.1,1.44,3.57,0.92,0.72,2026-08-05T08:03:50.366Z,USD,186010.0,0.2,1.05,9.99,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
mep-007,Psyduck,007,Promo,,,MEP Black Star Promos,2026-08-05T08:03:04.511Z,EUR,851053.0,7.29,0.6,6.55,5.06,8.1,7.69,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sm115-11,Psyduck,11,Common,,,Hidden Fates,2026-08-05T08:03:05.076Z,EUR,394772.0,0.11,0.02,0.06,0.13,0.1,0.12,6.05,1.0,7.69,8.48,7.6,4.9,2026-08-05T08:03:51.784Z,USD,,,,,,,197653.0,0.13,0.37,5.0,0.36,,197653.0,2.74,4.0,19.98,3.93,,,,,,,,,,,,,
xy9-16,Psyduck,16,Common,,,BREAKpoint,2026-08-05T08:03:05.076Z,EUR,288191.0,0.81,0.02,1.02,1.47,0.85,0.85,10.88,0.08,15.18,12.0,11.34,9.37,2026-08-05T08:03:39.403Z,USD,,,,,,,111519.0,0.31,1.21,19.99,1.23,,111519.0,4.0,13.03,199.9,14.37,,,,,,,,,,,,,
basep-20,Psyduck,20,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swsh7-24,Psyduck,24,Common,,,Evolving Skies,2026-08-05T08:03:04.511Z,EUR,574048.0,0.09,0.02,0.09,0.11,0.08,0.09,0.45,0.02,0.45,0.74,0.57,0.46,2026-08-05T08:03:55.250Z,USD,,,,,,,246816.0,0.04,0.29,19.86,0.28,0.04,246816.0,0.15,0.56,19.98,0.6,,,,,,,,,,,,,
sm9-26,Psyduck,26,Common,,,Team Up,2026-08-05T08:03:04.634Z,EUR,368958.0,0.26,0.02,0.43,0.64,0.37,0.34,6.59,1.2,10.48,18.34,7.95,5.69,2026-08-05T08:03:50.261Z,USD,,,,,,,183797.0,0.45,0.99,19.98,0.92,,183797.0,11.47,18.0,39.96,18.1,15.97,,,,,,,,,,,,
sm1-28,Psyduck,28,Common,,,Sun & Moon,2026-08-05T08:03:04.634Z,EUR,295338.0,0.82,0.02,0.72,1.37,0.59,0.87,5.82,0.03,8.26,11.0,7.05,4.57,2026-08-05T08:03:42.699Z,USD,,,,,,,126899.0,0.35,0.95,20.0,0.97,,126899.0,3.45,7.65,499.9,7.2,,,,,,,,,,,,,
swsh10-028,Psyduck,028,Common,,,Astral Radiance,2026-08-05T08:03:05.076Z,EUR,658533.0,0.07,0.02,0.07,0.08,0.06,0.08,0.34,0.02,0.42,0.18,0.37,0.36,2026-08-05T08:03:56.069Z,USD,,,,,,,272228.0,0.01,0.25,19.98,0.2,,272228.0,0.15,0.49,19.98,0.49,,,,,,,,,,,,,
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-08-05T08:03:05.076Z,EUR,280619.0,13.61,0.15,13.69,15.99,15.96,11.1,,25.0,60.64,75.0,65.28,22.14,2026-08-05T08:03:32.804Z,USD,,,,,,,88441.0,11.0,16.61,99.99,16.61,94.44,88441.0,59.99,150.0,175.0,66.18,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-08-05T08:03:05.076Z,EUR,280619.0,13.61,0.15,13.69,15.99,15.96,11.1,,25.0,60.64,75.0,65.28,22.14,2026-08-05T08:03:32.804Z,USD,,,,,,,88442.0,2.4,6.66,106.81,6.81,43.88,88442.0,90.0,100.0,199.99,28.29,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-08-05T08:03:05.076Z,EUR,377505.0,72.54,14.0,61.17,80.0,59.99,65.3,,,6.71,7.5,7.17,6.56,2026-08-05T08:03:51.404Z,USD,194953.0,100.0,154.35,752.16,143.3,110.05,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-08-05T08:03:05.076Z,EUR,869650.0,0.07,0.02,0.09,0.1,0.08,0.07,,,0.0,,,,2026-08-05T08:04:21.204Z,USD,,,,,,,675851.0,0.01,0.29,19.98,0.27,0.26,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-08-05T08:03:05.076Z,EUR,407849.0,0.7,0.02,0.37,1.31,0.58,0.67,26.5,9.98,20.96,15.0,20.21,13.01,2026-08-05T08:03:52.142Z,USD,,,,,,,201216.0,1.75,2.93,39.61,2.73,3.19,201216.0,20.0,26.0,186.35,25.84,29.95,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-08-05T08:03:05.076Z,EUR,276021.0,14.24,2.0,11.66,3.9,9.99,12.11,183.33,17.0,151.57,192.5,171.0,78.44,2026-08-05T08:03:16.736Z,USD,,,,,,,88436.0,26.65,40.0,459.7,31.98,,88436.0,175.0,314.5,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-08-05T08:03:04.511Z,EUR,825919.0,0.06,0.02,0.08,0.12,0.05,0.06,0.4,0.02,0.47,0.36,0.61,0.41,2026-08-05T08:04:11.496Z,USD,,,,,,,630812.0,0.01,0.25,19.98,0.16,0.09,630812.0,0.05,0.98,25.0,0.92,1.17,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
