id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
lc-88,Psyduck,88,Common,,,Legendary Collection,2026-07-18T08:02:59.776Z,EUR,274853.0,4.18,0.2,5.74,0.2,4.21,6.05,,250.0,341.29,349.99,300.91,174.46,2026-07-18T08:02:56.192Z,USD,,,,,,,88434.0,3.7,6.5,706.54,9.36,6.9,88434.0,799.99,799.99,799.99,490.24,,,,,,,,,,,,,
gym2-90,Misty's Psyduck,90,Common,,,Gym Challenge,2026-07-18T08:02:59.387Z,EUR,274358.0,8.19,1.35,10.61,2.94,9.25,8.28,,,0.0,,,,2026-07-18T08:02:56.166Z,USD,,,,,,,,,,,,,,,,,,,87540.0,19.89,31.0,209.72,27.45,96.95,87540.0,4.04,7.0,28322.14,8.51,
A4a-093,Psyduck,093,One Shiny,,,Secluded Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gym2-99,Sabrina's Psyduck,99,Common,,,Gym Challenge,2026-07-18T08:02:59.776Z,EUR,274367.0,20.22,1.5,10.82,3.0,7.53,17.46,,,0.0,,,,2026-07-18T08:02:56.166Z,USD,,,,,,,,,,,,,,,,,,,88887.0,14.99,24.26,179.9,24.94,,88887.0,3.25,8.0,96.95,10.63,5.0
dp3-100,Psyduck,100,Common,,,Secret Wonders,2026-07-18T08:02:59.387Z,EUR,277853.0,2.27,0.02,1.9,3.13,2.29,2.32,15.33,1.0,23.46,25.0,15.24,14.33,2026-07-18T08:02:56.510Z,USD,,,,,,,88438.0,6.49,12.35,90.0,12.67,,88438.0,99.99,299.99,896.96,45.99,299.99,,,,,,,,,,,,
ecard2-104,Psyduck,104,Common,,,Aquapolis,2026-07-18T08:02:59.387Z,EUR,275180.0,75.53,24.5,85.46,130.0,102.57,70.55,274.33,199.94,344.92,260.0,270.85,177.34,2026-07-18T08:02:56.204Z,USD,,,,,,,88435.0,234.99,250.0,279.99,167.5,,88435.0,1200.0,1200.0,1200.0,391.4,,,,,,,,,,,,,
sv03.5-175,Psyduck,175,Illustration rare,,,151,2026-07-18T08:02:59.776Z,EUR,733770.0,62.51,30.0,67.09,53.66,54.71,57.34,,,0.0,,,,2026-07-18T08:02:56.924Z,USD,517035.0,64.01,81.56,5000.0,73.09,72.38,,,,,,,,,,,,,,,,,,,,,,,,
sv10-193,Misty's Psyduck,193,Illustration rare,,,Destined Rivals,2026-07-18T08:02:59.387Z,EUR,826067.0,57.7,24.0,55.41,52.28,71.71,58.67,,,0.0,,,,2026-07-18T08:02:56.956Z,USD,632993.0,67.44,78.35,550.0,68.91,81.06,,,,,,,,,,,,,,,,,,,,,,,,
sm11-217,Slowpoke & Psyduck GX,217,Ultra Rare,,,Unified Minds,2026-07-18T08:02:59.387Z,EUR,388872.0,74.99,22.0,99.02,75.0,97.49,82.21,,,14.95,11.95,14.84,10.99,2026-07-18T08:02:56.836Z,USD,194954.0,144.66,202.55,873.35,143.66,187.93,,,,,,,,,,,,,,,,,,,,,,,,
sm11-218,Slowpoke & Psyduck GX,218,Ultra Rare,,,Unified Minds,2026-07-18T08:02:59.387Z,EUR,849811.0,69.99,48.0,68.04,69.99,39.28,35.0,,,0.0,,,,2026-07-18T08:02:56.836Z,USD,194955.0,389.52,419.97,499.61,306.63,419.97,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-226,Psyduck,226,Illustration rare,,,Ascended Heroes,2026-07-18T08:02:59.387Z,EUR,869837.0,58.79,21.0,58.23,58.99,55.39,61.54,,,0.0,,,,2026-07-18T08:02:56.971Z,USD,676038.0,72.0,92.84,4321.0,78.64,82.47,,,,,,,,,,,,,,,,,,,,,,,,
sm11-239,Slowpoke & Psyduck GX,239,Secret Rare,,,Unified Minds,2026-07-18T08:02:59.387Z,EUR,388987.0,85.21,29.9,101.02,29.9,80.98,91.78,,,25.75,16.9,21.84,18.6,2026-07-18T08:02:56.836Z,USD,194956.0,225.66,375.0,1369.9,195.77,,,,,,,,,,,,,,,,,,,,,,,,,
smp-SM199,Psyduck,SM199,Promo,,,SM Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
