id,name,localId,rarity,supertype,subtypes,set,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
2018sm-2,Psyduck,2,None,,,McDonald's Collection 2018,2026-07-18T08:02:59.301Z,EUR,366770.0,15.32,0.9,21.11,30.0,19.99,13.76,,,1.63,0.49,1.35,1.7,2026-07-18T08:02:56.820Z,USD,180451.0,39.97,74.18,699.4,66.14,,,,,,,,,,,,,,,,,,,,,,,,,
det1-7,Psyduck,7,Common,,,Detective Pikachu,2026-07-18T08:02:59.387Z,EUR,370626.0,0.57,0.02,0.72,0.65,0.67,0.63,0.9,0.05,1.06,0.8,0.9,0.67,2026-07-18T08:02:56.830Z,USD,186010.0,0.2,1.05,7.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
mep-007,Psyduck,007,Promo,,,MEP Black Star Promos,2026-07-18T08:02:59.387Z,EUR,851053.0,7.24,0.75,10.35,4.61,6.28,8.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sm115-11,Psyduck,11,Common,,,Hidden Fates,2026-07-18T08:02:59.387Z,EUR,394772.0,0.1,0.02,0.15,0.16,0.12,0.1,3.61,1.0,5.41,0.75,4.99,3.03,2026-07-18T08:02:56.850Z,USD,,,,,,,197653.0,0.11,0.34,5.0,0.31,,197653.0,2.7,4.07,19.98,3.87,,,,,,,,,,,,,
xy9-16,Psyduck,16,Common,,,BREAKpoint,2026-07-18T08:02:59.387Z,EUR,288191.0,0.86,0.02,0.69,0.57,0.71,0.77,14.84,0.08,19.86,1.0,19.43,9.79,2026-07-18T08:02:56.746Z,USD,,,,,,,111519.0,0.31,1.25,19.99,1.38,,111519.0,4.0,14.06,199.9,14.16,,,,,,,,,,,,,
basep-20,Psyduck,20,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swsh7-24,Psyduck,24,Common,,,Evolving Skies,2026-07-18T08:02:59.387Z,EUR,574048.0,0.08,0.02,0.11,0.17,0.13,0.08,0.41,0.05,0.34,0.4,0.28,0.41,2026-07-18T08:02:56.886Z,USD,,,,,,,246816.0,0.04,0.25,19.92,0.24,0.15,246816.0,0.15,0.51,4321.0,0.52,,,,,,,,,,,,,
sm9-26,Psyduck,26,Common,,,Team Up,2026-07-18T08:02:59.387Z,EUR,368958.0,0.3,0.02,0.29,0.22,0.21,0.28,2.93,0.1,7.56,19.49,4.77,5.38,2026-07-18T08:02:56.826Z,USD,,,,,,,183797.0,0.35,1.0,19.98,1.03,,183797.0,12.5,17.99,39.96,17.81,14.12,,,,,,,,,,,,
sm1-28,Psyduck,28,Common,,,Sun & Moon,2026-07-18T08:02:59.776Z,EUR,295338.0,0.72,0.02,0.84,3.8,1.02,0.81,4.54,0.03,6.11,6.5,5.14,3.79,2026-07-18T08:02:56.774Z,USD,,,,,,,126899.0,0.25,0.99,20.0,0.98,,126899.0,2.0,7.22,500.0,7.27,4.04,,,,,,,,,,,,
swsh10-028,Psyduck,028,Common,,,Astral Radiance,2026-07-18T08:02:59.776Z,EUR,658533.0,0.07,0.02,0.06,0.13,0.08,0.08,0.31,0.02,0.36,0.53,0.36,0.32,2026-07-18T08:02:56.897Z,USD,,,,,,,272228.0,0.01,0.25,30.0,0.22,0.05,272228.0,0.15,0.48,19.98,0.48,,,,,,,,,,,,,
bw7-32,Psyduck,32,Common,,,Boundaries Crossed,2026-07-18T08:02:59.387Z,EUR,280619.0,9.42,0.1,12.31,13.4,8.42,8.13,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-18T08:02:56.662Z,USD,,,,,,,88441.0,11.0,16.3,99.99,16.15,94.44,88441.0,149.99,150.0,175.0,23.77,,,,,,,,,,,,,
bw7-33,Psyduck,33,Common,,,Boundaries Crossed,2026-07-18T08:02:59.387Z,EUR,280619.0,9.42,0.1,12.31,13.4,8.42,8.13,10.0,25.0,35.83,10.0,23.29,16.34,2026-07-18T08:02:56.662Z,USD,,,,,,,88442.0,2.26,6.4,43.88,7.36,43.88,88442.0,90.0,100.0,199.99,25.33,,,,,,,,,,,,,
sm11-35,Slowpoke & Psyduck GX,35,Ultra Rare,,,Unified Minds,2026-07-18T08:02:59.776Z,EUR,377505.0,64.96,15.0,57.85,47.94,105.05,64.72,,,6.71,7.5,7.17,6.56,2026-07-18T08:02:56.836Z,USD,194953.0,101.72,159.58,752.6,137.76,169.34,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-039,Psyduck,039,Common,,,Ascended Heroes,2026-07-18T08:02:59.387Z,EUR,869650.0,0.08,0.02,0.07,0.06,0.08,0.07,,,0.0,,,,2026-07-18T08:02:56.971Z,USD,,,,,,,675851.0,0.01,0.3,19.98,0.29,0.29,,,,,,,,,,,,,,,,,,
sm12-40,Psyduck,40,Common,,,Cosmic Eclipse,2026-07-18T08:02:59.387Z,EUR,407849.0,0.62,0.02,0.62,0.06,0.52,0.53,17.89,9.98,19.05,30.0,21.56,11.5,2026-07-18T08:02:56.855Z,USD,,,,,,,201216.0,1.72,2.75,39.61,2.67,3.2,201216.0,18.0,25.92,186.35,24.87,29.97,,,,,,,,,,,,
ex4-44,Psyduck,44,Common,,,Team Magma vs Team Aqua,2026-07-18T08:02:59.387Z,EUR,276021.0,10.43,0.5,17.89,4.5,12.38,10.43,125.0,17.0,110.47,54.99,132.14,64.36,2026-07-18T08:02:56.231Z,USD,,,,,,,88436.0,24.0,33.95,459.7,29.64,,88436.0,299.0,329.99,1299.62,249.99,,,,,,,,,,,,,
sv10-045,Misty's Psyduck,045,Uncommon,,,Destined Rivals,2026-07-18T08:02:59.387Z,EUR,825919.0,0.07,0.02,0.08,0.05,0.06,0.07,0.43,0.02,0.36,0.42,0.42,0.43,2026-07-18T08:02:56.956Z,USD,,,,,,,630812.0,0.01,0.3,30.0,0.33,0.28,630812.0,0.12,1.02,25.0,0.88,1.18,,,,,,,,,,,,
B1-048,Psyduck,048,One Diamond,,,Mega Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base3-53,Psyduck,53,Common,,,Fossil,2026-07-18T08:02:59.387Z,EUR,273914.0,2.01,0.02,2.27,1.91,2.66,2.15,,,1.03,1.0,0.72,0.72,2026-07-18T08:02:56.130Z,USD,,,,,,,,,,,,,,,,,,,44455.0,6.0,9.67,4321.0,11.5,7.49,44455.0,0.19,1.18,96.95,1.71,0.25
sv03.5-054,Psyduck,054,Common,,,151,2026-07-18T08:02:59.387Z,EUR,733649.0,0.07,0.02,0.09,0.06,0.08,0.07,0.34,0.02,0.28,0.27,0.28,0.32,2026-07-18T08:02:56.924Z,USD,,,,,,,516231.0,0.03,0.23,1000.0,0.21,0.13,516231.0,0.16,0.5,19.52,0.51,0.51,,,,,,,,,,,,
gym1-54,Misty's Psyduck,54,Uncommon,,,Gym Heroes,2026-07-18T08:02:59.387Z,EUR,274190.0,10.3,0.75,9.46,2.89,6.22,9.74,,,0.0,,,,2026-07-18T08:02:56.160Z,USD,,,,,,,,,,,,,,,,,,,87539.0,24.46,286.0,329.88,28.14,329.88,87539.0,4.0,7.33,109.61,10.26,7.33
A1-057,Psyduck,057,One Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base5-65,Psyduck,65,Common,,,Team Rocket,2026-07-18T08:02:59.387Z,EUR,274118.0,2.37,0.02,3.02,1.89,3.42,2.48,,,4.71,5.0,1.87,1.87,2026-07-18T08:02:56.154Z,USD,,,,,,,,,,,,,,,,,,,88431.0,3.97,7.85,82.44,7.59,4.76,88431.0,0.48,1.25,4321.0,2.36,0.5
ex7-70,Psyduck,70,Common,,,Team Rocket Returns,2026-07-18T08:02:59.387Z,EUR,276362.0,17.56,4.9,18.1,4.95,13.41,15.87,209.98,124.95,201.19,240.0,169.98,143.29,2026-07-18T08:02:56.252Z,USD,,,,,,,88437.0,17.99,29.0,149.99,30.14,,,,,,,,,,,,,,,,,,,
ex2-73,Psyduck,73,Common,,,Sandstorm,2026-07-18T08:02:59.387Z,EUR,275850.0,6.52,0.1,7.99,12.99,9.23,7.36,15.0,3.5,38.11,15.0,28.9,23.12,2026-07-18T08:02:56.217Z,USD,,,,,,,88432.0,12.69,19.3,144.91,17.1,18.99,88432.0,224.99,450.0,852.52,226.56,,,,,,,,,,,,,
hgss4-74,Psyduck,74,Common,,,Triumphant,2026-07-18T08:02:59.387Z,EUR,279604.0,3.89,0.04,6.15,7.25,5.2,4.46,,35.0,48.8,26.95,38.76,28.4,2026-07-18T08:02:56.596Z,USD,,,,,,,88440.0,8.51,15.94,120.7,18.03,17.7,88440.0,79.75,92.38,105.0,51.09,,,,,,,,,,,,,
neo4-79,Psyduck,79,Common,,,Neo Destiny,2026-07-18T08:02:59.387Z,EUR,274731.0,9.03,0.2,9.02,0.39,15.99,8.57,,,0.0,,,,2026-07-18T08:02:56.186Z,USD,,,,,,,,,,,,,,,,,,,88433.0,74.0,99.99,1200.0,52.5,,88433.0,19.85,31.75,4321.0,31.5,
ex13-81,Psyduck δ,81,Common,,,Holon Phantoms,2026-07-18T08:02:59.776Z,EUR,277051.0,5.86,0.8,6.18,6.95,6.22,7.57,143.06,54.5,147.01,111.11,147.3,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl1-87,Psyduck,87,Common,,,Platinum,2026-07-18T08:02:59.776Z,EUR,278508.0,7.14,0.2,7.96,11.38,9.32,7.06,62.5,15.0,40.54,55.0,42.16,29.09,2026-07-18T08:02:56.544Z,USD,,,,,,,88439.0,14.21,26.24,200.0,26.19,,88439.0,99.99,248.99,1399.9,149.99,,,,,,,,,,,,,
