id,name,localId,rarity,supertype,subtypes,set,tp_updated,tp_unit,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice
sm115-19,Pikachu,19,Common,,,Hidden Fates,2026-07-15T18:05:05.775Z,USD,2026-07-15T18:05:08.182Z,EUR,394592.0,0.79,0.07,0.65,0.87,1.05,0.81,5.71,3.75,6.02,4.0,5.82,5.38,,,,,,,197663.0,0.37,1.11,19.88,1.08,1.08,197663.0,4.99,9.98,96.72,8.99,11.53,,,,,,,,,,,,
xy6-20,Pikachu,20,Common,,,Roaring Skies,2026-07-15T18:05:05.680Z,USD,2026-07-15T18:05:08.182Z,EUR,282688.0,1.96,0.02,2.14,2.3,1.69,2.02,8.03,1.0,8.15,7.5,9.23,7.38,,,,,,,98056.0,0.25,1.14,18.56,1.52,2.98,98056.0,3.06,7.88,99.5,6.4,,,,,,,,,,,,,
A2b-022,Pikachu ex,022,Four Diamond,,,Shining Revelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-24,___________'s Pikachu,24,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cel25-24A,_____'s Pikachu,24A,Classic Collection,,,Celebrations,,,2026-07-15T18:05:08.182Z,EUR,576778.0,43.0,19.99,36.82,33.75,32.83,44.29,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-25,Flying Pikachu,25,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021swsh-25,Pikachu,25,None,,,McDonald's Collection 2021,,,2026-07-15T18:05:08.182Z,EUR,539018.0,1.84,0.02,2.94,2.2,2.47,1.77,,,25.1,28.39,26.7,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv03.5-025,Pikachu,025,Common,,,151,2026-07-15T18:05:05.880Z,USD,2026-07-15T18:05:08.182Z,EUR,733620.0,0.2,0.02,0.15,0.12,0.1,0.2,0.47,0.02,0.58,1.2,0.58,0.46,,,,,,,517033.0,0.01,0.25,19.98,0.21,,517033.0,0.2,0.82,19.34,0.81,0.47,,,,,,,,,,,,
A1a-025,Pikachu,025,One Diamond,,,Mythical Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2a-025,Pikachu,025,One Diamond,,,Triumphant Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-26,Pikachu,26,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1-26,Pikachu,26,Common,,,Generations,2026-07-15T18:05:05.691Z,USD,2026-07-15T18:05:08.182Z,EUR,288464.0,3.61,0.6,3.46,3.31,3.07,3.6,18.02,2.5,19.72,3.45,19.31,13.96,,,,,,,113684.0,2.25,3.53,96.95,3.55,4.47,113684.0,8.43,39.14,149.99,15.67,,,,,,,,,,,,,
P-A-026,Pikachu,026,None,,,Promos-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-27,Pikachu,27,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swsh10.5-027,Pikachu,027,Common,,,Pokémon GO,2026-07-15T18:05:05.851Z,USD,2026-07-15T18:05:08.182Z,EUR,665260.0,0.14,0.02,0.11,0.29,0.1,0.14,0.42,0.02,0.4,0.5,0.45,0.44,,,,,,,276946.0,0.08,0.38,25.0,0.42,,276946.0,0.09,0.84,19.98,0.94,,,,,,,,,,,,,
xy3-27,Pikachu,27,Common,,,Furious Fists,2026-07-15T18:05:05.667Z,USD,2026-07-15T18:05:08.182Z,EUR,281691.0,4.89,0.15,5.46,7.99,5.5,4.22,9.29,1.5,12.51,14.0,13.53,12.69,,,,,,,92202.0,1.69,5.1,89.99,5.04,6.58,92202.0,8.0,12.87,96.93,16.82,96.93,,,,,,,,,,,,
svp-027,Pikachu,027,Promo,,,SVP Black Star Promos,,,2026-07-15T18:05:08.182Z,EUR,703195.0,27.67,14.0,27.99,26.33,28.67,28.01,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basep-28,Surfing Pikachu,28,Common,,,Wizards Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swsh10.5-028,Pikachu,028,Holo Rare,,,Pokémon GO,2026-07-15T18:05:05.851Z,USD,2026-07-15T18:05:08.182Z,EUR,665261.0,0.72,0.02,0.76,1.18,0.58,0.68,1.34,0.2,1.71,0.8,1.59,1.38,274461.0,0.67,1.89,96.85,1.92,,,,,,,,274461.0,0.51,2.7,19.99,2.7,,,,,,,,,,,,,
sm3.5-28,Pikachu,28,Common,,,Shining Legends,2026-07-15T18:05:05.735Z,USD,2026-07-15T18:05:08.182Z,EUR,302166.0,2.52,0.15,1.45,1.55,2.53,2.75,6.9,1.0,7.27,11.55,8.08,5.92,,,,,,,146682.0,0.64,1.8,5.99,1.82,1.9,146682.0,7.19,15.0,4321.0,12.08,,,,,,,,,,,,,
sv08.5-028,Pikachu ex,028,Double rare,,,Prismatic Evolutions,2026-07-15T18:05:05.958Z,USD,2026-07-15T18:05:08.182Z,EUR,805417.0,2.53,0.6,2.67,2.72,2.66,2.61,,,0.0,,,,610383.0,1.25,2.75,4321.0,2.43,3.99,,,,,,,,,,,,,,,,,,,,,,,,
tk-sm-r-29,Pikachu,29,None,,,SM trainer Kit (Alolan Raichu),2026-07-15T18:05:05.726Z,USD,,,,,,,,,,,,,,,,,,,,,,152869.0,0.35,1.31,19.98,1.33,,,,,,,,,,,,,,,,,,,
tk-xy-p-30,Pikachu Libre,30,None,,,XY trainer Kit (Pikachu Libre),2026-07-15T18:05:05.693Z,USD,,,,,,,,,,,,,,,,118820.0,27.01,52.63,599.9,52.38,,,,,,,,,,,,,,,,,,,,,,,,,
sm4-30,Pikachu,30,Common,,,Crimson Invasion,2026-07-15T18:05:05.738Z,USD,2026-07-15T18:05:08.182Z,EUR,311880.0,1.59,0.05,1.48,0.7,1.43,1.49,6.18,3.0,6.19,4.54,6.88,6.71,,,,,,,149053.0,0.99,2.99,4321.0,2.88,3.95,149053.0,8.0,15.0,149.99,14.5,19.97,,,,,,,,,,,,
sm9-33,Pikachu & Zekrom GX,33,Ultra Rare,,,Team Up,2026-07-15T18:05:05.760Z,USD,2026-07-15T18:05:08.182Z,EUR,366888.0,153.05,15.0,108.3,110.0,126.82,104.4,,,6.15,4.83,6.13,6.44,183804.0,55.0,80.0,999.99,69.49,56.99,,,,,,,,,,,,,,,,,,,,,,,,
np-35,Pikachu δ,35,Common,,,Nintendo Black Star Promos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xy12-35,Pikachu,35,Common,,,Evolutions,2026-07-15T18:05:05.716Z,USD,2026-07-15T18:05:08.182Z,EUR,293392.0,1.01,0.02,1.63,1.27,1.96,1.31,6.86,0.9,5.62,12.0,6.95,6.96,,,,,,,124048.0,0.16,0.8,19.95,0.92,0.82,124048.0,2.0,6.91,4321.0,6.33,4.98,,,,,,,,,,,,
bw4-39,Pikachu,39,Common,,,Next Destinies,2026-07-15T18:05:05.633Z,USD,2026-07-15T18:05:08.182Z,EUR,280264.0,2.92,0.05,2.71,1.22,2.99,3.19,25.98,3.99,16.34,34.99,16.86,16.14,,,,,,,88102.0,2.0,5.14,9.99,5.4,,88102.0,26.1,36.76,299.9,24.13,,,,,,,,,,,,,
sm3-40,Pikachu,40,Common,,,Burning Shadows,2026-07-15T18:05:05.733Z,USD,2026-07-15T18:05:08.182Z,EUR,299444.0,1.05,0.02,0.98,1.03,0.8,1.04,5.33,0.5,3.4,1.5,2.73,4.68,,,,,,,138522.0,0.3,0.99,19.46,0.97,,138522.0,0.35,5.88,4321.0,5.78,3.99,,,,,,,,,,,,
xy1-42,Pikachu,42,Common,,,XY,2026-07-15T18:05:05.659Z,USD,2026-07-15T18:05:08.182Z,EUR,281379.0,6.91,0.09,8.45,9.5,11.99,6.47,16.3,6.49,14.32,18.0,14.35,11.79,,,,,,,88106.0,0.75,3.01,29.99,3.01,3.95,88106.0,8.5,19.99,100.0,12.8,,,,,,,,,,,,,
swsh4-43,Pikachu V,43,Holo Rare V,,,Vivid Voltage,2026-07-15T18:05:05.812Z,USD,2026-07-15T18:05:08.182Z,EUR,511635.0,2.4,0.99,3.02,6.99,2.48,2.41,,,3.27,2.82,3.33,3.49,226430.0,0.85,2.75,50.0,2.62,2.98,,,,,,,,,,,,,,,,,,,,,,,,
ex4-43,Pikachu,43,Common,,,Team Magma vs Team Aqua,2026-07-15T18:05:05.140Z,USD,2026-07-15T18:05:08.182Z,EUR,276020.0,6.82,1.0,6.4,3.95,6.75,6.81,,25.0,76.03,17.0,85.75,45.9,,,,,,,88077.0,18.5,24.15,991.74,21.0,,88077.0,250.0,298.0,298.99,73.6,,,,,,,,,,,,,
swsh4-44,Pikachu VMAX,44,Holo Rare VMAX,,,Vivid Voltage,2026-07-15T18:05:05.812Z,USD,2026-07-15T18:05:08.182Z,EUR,511640.0,12.32,3.0,12.13,8.0,9.66,13.29,,,25.71,24.49,26.2,26.19,226432.0,9.99,13.0,500.0,11.54,13.64,,,,,,,,,,,,,,,,,,,,,,,,
xy8-48,Pikachu,48,Common,,,BREAKthrough,2026-07-15T18:05:05.684Z,USD,2026-07-15T18:05:08.182Z,EUR,286294.0,1.94,0.05,1.8,1.85,1.84,1.96,11.88,7.49,11.57,11.0,12.28,9.38,,,,,,,107167.0,0.49,1.0,19.6,1.07,,107167.0,11.7,15.57,139.99,11.75,,,,,,,,,,,,,
swsh12-049,Pikachu,049,Common,,,Silver Tempest,2026-07-15T18:05:05.860Z,USD,2026-07-15T18:05:08.182Z,EUR,682096.0,0.11,0.02,0.06,0.03,0.06,0.08,0.66,0.09,0.57,0.59,0.73,0.69,,,,,,,451703.0,0.05,0.43,20.0,0.71,,451703.0,0.49,1.46,19.94,1.37,,,,,,,,,,,,,
swsh7-49,Pikachu,49,Common,,,Evolving Skies,2026-07-15T18:05:05.831Z,USD,2026-07-15T18:05:08.182Z,EUR,574073.0,0.17,0.02,1.85,0.3,3.53,0.55,0.48,0.03,0.49,0.35,0.41,0.52,,,,,,,246881.0,0.01,0.34,19.84,0.33,0.27,246881.0,0.13,0.99,19.46,0.95,1.54,,,,,,,,,,,,
B2-049,Pikachu,049,One Diamond,,,Fantastical Parade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bw7-50,Pikachu,50,Common,,,Boundaries Crossed,2026-07-15T18:05:05.643Z,USD,2026-07-15T18:05:08.182Z,EUR,280637.0,4.72,0.08,3.72,8.48,3.56,4.2,31.98,4.5,22.08,10.0,27.1,19.47,,,,,,,88103.0,1.8,2.95,89.88,2.83,2.99,88103.0,27.99,38.25,812.9,30.49,,,,,,,,,,,,,
sv05-051,Pikachu,051,Common,,,Temporal Forces,2026-07-15T18:05:05.915Z,USD,2026-07-15T18:05:08.182Z,EUR,760681.0,0.1,0.02,0.06,0.03,0.05,0.1,0.33,0.02,0.23,0.15,0.25,0.32,,,,,,,542795.0,0.05,0.3,25.0,0.27,0.16,542795.0,0.15,0.65,19.98,0.61,0.77,,,,,,,,,,,,
swsh11-052,Pikachu,052,Common,,,Lost Origin,2026-07-15T18:05:05.856Z,USD,2026-07-15T18:05:08.182Z,EUR,674062.0,0.22,0.02,0.3,0.65,0.24,0.23,7.19,0.79,10.13,0.79,7.15,5.53,,,,,,,283926.0,0.25,1.47,1000.0,1.41,1.92,283926.0,1.25,7.11,25.02,6.62,24.5,,,,,,,,,,,,
sm10-54,Pikachu,54,Common,,,Unbroken Bonds,2026-07-15T18:05:05.767Z,USD,2026-07-15T18:05:08.182Z,EUR,372345.0,3.25,0.02,2.24,2.03,2.31,3.11,15.17,1.73,10.64,7.0,12.67,8.11,,,,,,,189153.0,0.54,1.84,19.98,1.77,,189153.0,4.79,6.47,35.9,5.63,35.9,,,,,,,,,,,,
sm11-55,Pikachu,55,Common,,,Unified Minds,2026-07-15T18:05:05.772Z,USD,2026-07-15T18:05:08.182Z,EUR,388097.0,1.75,0.02,1.99,1.6,1.98,1.81,8.91,2.2,8.87,14.0,9.0,6.05,,,,,,,194981.0,0.75,1.54,29.99,1.94,1.3,194981.0,3.5,5.0,4321.0,5.24,,,,,,,,,,,,,
me02.5-055,Pikachu,055,Common,,,Ascended Heroes,2026-07-15T18:05:06.043Z,USD,2026-07-15T18:05:08.182Z,EUR,869666.0,0.1,0.02,0.04,0.03,0.06,0.1,,,0.0,,,,,,,,,,675867.0,0.01,0.27,20.0,0.25,0.34,,,,,,,,,,,,,,,,,,
sm11-56,Pikachu,56,Common,,,Unified Minds,2026-07-15T18:05:05.772Z,USD,2026-07-15T18:05:08.182Z,EUR,388097.0,1.75,0.02,1.99,1.6,1.98,1.81,8.91,2.2,8.87,14.0,9.0,6.05,,,,,,,194982.0,2.99,5.99,96.91,5.84,7.45,194982.0,10.98,20.0,45.0,18.22,,,,,,,,,,,,,
ex16-57,Pikachu,57,Common,,,Power Keepers,2026-07-15T18:05:05.240Z,USD,2026-07-15T18:05:08.182Z,EUR,277363.0,4.2,0.5,6.35,15.0,5.91,4.94,77.47,19.89,43.34,24.95,41.87,31.76,,,,,,,88084.0,4.93,11.48,109.8,11.0,,88084.0,159.99,235.2,429.99,42.24,189.95,,,,,,,,,,,,
A3-057,Pikachu,057,One Diamond,,,Celestial Guardians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv08-057,Pikachu ex,057,Double rare,,,Surging Sparks,2026-07-15T18:05:05.955Z,USD,2026-07-15T18:05:08.182Z,EUR,794329.0,4.06,0.99,4.04,3.85,3.73,4.27,,,0.0,,,,590025.0,2.0,4.83,4321.0,4.48,4.99,,,,,,,,,,,,,,,,,,,,,,,,
me02.5-057,Pikachu ex,057,Double rare,,,Ascended Heroes,2026-07-15T18:05:06.043Z,USD,2026-07-15T18:05:08.182Z,EUR,869668.0,3.56,0.99,3.68,2.96,3.7,3.52,,,0.0,,,,675869.0,2.0,3.8,4321.0,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
base1-58,Pikachu,58,Common,,,Base Set,2026-07-15T18:05:04.924Z,USD,2026-07-15T18:05:08.182Z,EUR,273753.0,7.1,0.08,4.82,2.43,5.73,5.86,,,36.37,1.0,42.86,22.72,,,,,,,42402.0,1.58,4.09,1000.0,7.67,,,,,,,,,,,,,,,,,,,
base2-60,Pikachu,60,Common,,,Jungle,2026-07-15T18:05:04.934Z,USD,2026-07-15T18:05:08.182Z,EUR,273857.0,6.56,0.04,5.05,2.87,4.34,6.85,,,20.37,0.75,17.97,10.49,,,,,,,,,,,,,,,,,,,45163.0,15.0,27.63,130.0,27.17,19.49,45163.0,0.75,4.42,39.99,4.79,8.74
ex9-60,Pikachu,60,Common,,,Emerald,2026-07-15T18:05:05.158Z,USD,2026-07-15T18:05:08.182Z,EUR,276571.0,4.24,0.1,3.92,0.5,3.74,3.96,71.1,12.5,118.96,34.5,72.62,145.43,,,,,,,88080.0,10.99,18.0,148.8,18.31,,88080.0,199.99,599.99,999.99,65.76,,,,,,,,,,,,,
hgss3-61,Pikachu,61,Common,,,Undaunted,2026-07-15T18:05:05.611Z,USD,2026-07-15T18:05:08.182Z,EUR,279314.0,4.21,0.1,4.74,4.99,4.64,3.7,29.99,1.85,44.36,30.0,29.99,36.33,,,,,,,88097.0,7.83,12.96,170.9,12.43,,88097.0,150.0,220.53,659.9,124.97,,,,,,,,,,,,,
sv02-062,Pikachu,062,Common,,,Paldea Evolved,2026-07-15T18:05:05.873Z,USD,2026-07-15T18:05:08.182Z,EUR,715537.0,0.08,0.02,0.05,0.02,0.07,0.07,0.2,0.02,0.19,0.1,0.17,0.19,,,,,,,497473.0,0.01,0.25,19.98,0.23,0.04,497473.0,0.1,0.47,30.0,0.49,,,,,,,,,,,,,
