id,name,localId,rarity,supertype,subtypes,set,tp_updated,tp_unit,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_1st_edition_productId,tp_1st_edition_lowPrice,tp_1st_edition_midPrice,tp_1st_edition_highPrice,tp_1st_edition_marketPrice,tp_1st_edition_directLowPrice,tp_unlimited_productId,tp_unlimited_lowPrice,tp_unlimited_midPrice,tp_unlimited_highPrice,tp_unlimited_marketPrice,tp_unlimited_directLowPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
A2b-030,Kadabra,030,Two Diamond,,,Shining Revelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base1-32,Kadabra,32,Uncommon,,,Base Set,2026-08-05T08:03:03.477Z,USD,2026-08-05T08:03:05.076Z,EUR,273727.0,2.48,0.02,2.23,3.92,2.04,1.87,,,3.32,8.0,2.04,2.04,42374.0,0.4,1.09,9999.0,2.11,1.24,,,,,,,,,,,,,,,,,,,,,,,,
base5-39,Dark Kadabra,39,Uncommon,,,Team Rocket,2026-08-05T08:03:03.585Z,USD,2026-08-05T08:03:05.076Z,EUR,274092.0,2.43,0.05,2.78,4.12,2.47,2.39,,,0.15,0.15,0.77,0.77,,,,,,,84618.0,3.25,6.27,77.0,6.76,4.97,84618.0,0.65,1.59,100.0,3.32,1.23,,,,,,,,,,,,
base4-46,Kadabra,46,Uncommon,,,Base Set 2,2026-08-05T08:03:03.564Z,USD,2026-08-05T08:03:05.076Z,EUR,273969.0,0.93,0.1,0.99,1.97,1.18,1.05,,,0.0,,,,42509.0,0.29,1.02,100.0,2.23,,,,,,,,,,,,,,,,,,,,,,,,,
lc-49,Kadabra,49,Uncommon,,,Legendary Collection,2026-08-05T08:03:05.048Z,USD,2026-08-05T08:03:05.076Z,EUR,274814.0,2.65,0.2,3.05,1.75,2.8,2.0,150.0,50.0,154.14,150.0,89.88,86.54,86404.0,1.42,3.23,56.13,4.86,48.81,,,,,,,,,,,,,86404.0,2021.78,2021.78,4699.0,169.24,,,,,,,
me01-055,Kadabra,055,Uncommon,,,Mega Evolution,2026-08-05T08:04:12.417Z,USD,2026-08-05T08:03:05.076Z,EUR,851126.0,0.08,0.02,0.07,0.09,0.07,0.07,0.19,0.02,0.19,0.18,0.18,0.2,654394.0,0.01,0.22,1000.0,0.23,0.06,,,,,,,,,,,,,654394.0,0.05,0.4,999.0,0.48,0.43,,,,,,
gym2-58,Sabrina's Kadabra,58,Uncommon,,,Gym Challenge,2026-08-05T08:03:03.887Z,USD,2026-08-05T08:03:05.076Z,EUR,274326.0,4.76,0.49,25.85,6.25,41.92,14.64,,,24.0,24.0,13.25,13.25,,,,,,,88882.0,13.94,18.4,613.0,16.0,,88882.0,2.48,4.65,39.48,4.81,8.99,,,,,,,,,,,,
sv03.5-064,Kadabra,064,Uncommon,,,151,2026-08-05T08:03:58.295Z,USD,2026-08-05T08:03:04.511Z,EUR,733659.0,0.07,0.02,0.08,0.12,0.08,0.07,0.21,0.02,0.21,0.27,0.22,0.22,516269.0,0.02,0.2,1000.0,0.14,0.1,,,,,,,,,,,,,516269.0,0.07,0.32,19.98,0.35,0.28,,,,,,
ecard3-69,Kadabra,69,Common,,,Skyridge,2026-08-05T08:03:07.502Z,USD,2026-08-05T08:03:05.076Z,EUR,275327.0,18.99,1.0,11.04,4.95,8.64,10.22,33.98,7.39,65.95,20.99,22.49,42.69,86405.0,29.99,45.0,287.7,27.74,,,,,,,,,,,,,,86405.0,179668.79,179668.79,179668.79,66.98,,,,,,,
sv06-081,Kadabra,081,Common,,,Twilight Masquerade,2026-08-05T08:04:02.872Z,USD,2026-08-05T08:03:05.076Z,EUR,769255.0,0.05,0.02,0.06,0.08,0.06,0.05,0.13,0.02,0.1,0.18,0.14,0.13,550125.0,0.01,0.22,1000.0,0.22,0.09,,,,,,,,,,,,,550125.0,0.01,0.27,999.0,0.28,0.1,,,,,,
ecard1-84,Kadabra,84,Uncommon,,,Expedition Base Set,2026-08-05T08:03:07.449Z,USD,2026-08-05T08:03:05.076Z,EUR,274959.0,5.43,0.49,5.8,6.7,5.72,5.02,27.67,5.95,27.08,20.0,30.37,20.79,86406.0,5.5,9.2,89.99,9.58,85.36,,,,,,,,,,,,,86406.0,29.99,30.0,49.99,80.0,,,,,,,
A1-116,Kadabra,116,Two Diamond,,,Genetic Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sv04.5-149,Kadabra,149,Shiny rare,,,Paldean Fates,2026-08-05T08:03:58.752Z,USD,2026-08-05T08:03:05.076Z,EUR,751688.0,6.09,3.47,5.66,5.33,5.49,5.98,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,534634.0,5.5,8.29,99.0,7.94,7.94
