id,name,localId,rarity,supertype,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_reverse_productId,tp_reverse_lowPrice,tp_reverse_midPrice,tp_reverse_highPrice,tp_reverse_marketPrice,tp_reverse_directLowPrice
swsh3-131,Cufant,131,Common,,2026-07-06T18:05:01.132Z,EUR,483534,0.05,0.02,0.06,0.03,0.05,0.04,0.39,0.03,0.38,0.25,0.34,0.27,2026-07-06T18:05:00.769Z,USD,219395.0,0.01,0.15,25.05,0.03,0.01,219395.0,0.1,0.25,2.99,0.22,0.1
swsh3-132,Copperajah,132,Holo Rare,,2026-07-06T18:05:01.132Z,EUR,483539,0.44,0.05,0.48,0.67,0.62,0.47,0.76,0.19,0.65,0.2,0.73,0.58,2026-07-06T18:05:00.769Z,USD,,,,,,,219396.0,0.19,0.43,28.0,0.42,0.41
swsh3-133,Kangaskhan,133,Holo Rare,,2026-07-06T18:05:01.132Z,EUR,483544,0.52,0.02,9.39,65.0,6.35,1.95,1.16,0.1,0.86,0.35,0.86,0.93,2026-07-06T18:05:00.769Z,USD,,,,,,,219328.0,0.34,0.64,19.98,0.65,0.64
swsh3-134,Tauros,134,Common,,2026-07-06T18:05:01.132Z,EUR,483549,0.07,0.02,0.05,0.06,0.04,0.05,0.29,0.02,0.31,0.2,0.28,0.23,2026-07-06T18:05:00.769Z,USD,219329.0,0.01,0.15,25.1,0.09,0.06,219329.0,0.07,0.25,17.34,0.24,0.17
swsh3-135,Sentret,135,Common,,2026-07-06T18:05:01.145Z,EUR,483554,0.07,0.02,0.15,0.62,0.35,0.15,0.32,0.06,0.25,0.2,0.26,0.3,2026-07-06T18:05:00.769Z,USD,219331.0,0.01,0.18,25.04,0.08,0.09,219331.0,0.08,0.3,19.4,0.31,
swsh3-136,Furret,136,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483559,0.12,0.02,0.1,0.1,0.1,0.1,0.43,0.04,0.34,0.17,0.37,0.33,2026-07-06T18:05:00.769Z,USD,219333.0,0.04,0.2,25.07,0.08,,219333.0,0.15,0.36,19.98,0.35,
swsh3-137,Dunsparce,137,Common,,2026-07-06T18:05:01.132Z,EUR,483564,0.06,0.02,0.04,0.02,0.05,0.04,0.3,0.05,0.33,0.15,0.35,0.23,2026-07-06T18:05:00.769Z,USD,219334.0,0.01,0.18,25.19,0.19,0.08,219334.0,0.05,0.25,2.99,0.24,0.12
swsh3-138,Teddiursa,138,Common,,2026-07-06T18:05:01.132Z,EUR,483569,0.09,0.02,0.08,0.2,0.07,0.1,0.27,0.02,0.26,0.65,0.26,0.25,2026-07-06T18:05:00.769Z,USD,219336.0,0.01,0.18,25.07,0.07,0.08,219336.0,0.03,0.34,2.0,0.34,0.26
swsh3-139,Ursaring,139,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483574,0.07,0.02,0.11,0.25,0.12,0.06,0.25,0.02,0.29,0.39,0.26,0.24,2026-07-06T18:05:00.769Z,USD,219337.0,0.01,0.18,25.1,0.1,0.02,219337.0,0.05,0.25,19.98,0.23,
swsh3-140,Lugia,140,Rare,,2026-07-06T18:05:01.132Z,EUR,483579,0.72,0.05,0.63,0.73,1.0,0.81,4.14,0.58,5.67,9.9,5.7,4.27,2026-07-06T18:05:00.769Z,USD,219340.0,0.08,0.58,100.0,0.65,,219340.0,0.5,2.12,96.95,2.18,
swsh3-141,Skitty,141,Common,,2026-07-06T18:05:01.132Z,EUR,483584,0.06,0.02,0.08,0.04,0.06,0.07,0.24,0.02,0.23,0.65,0.3,0.28,2026-07-06T18:05:00.769Z,USD,219341.0,0.03,0.25,25.26,0.28,,219341.0,0.1,0.5,25.0,0.54,0.4
swsh3-142,Delcatty,142,Rare,,2026-07-06T18:05:01.145Z,EUR,483589,0.33,0.05,0.48,0.39,0.38,0.34,2.05,0.2,2.29,0.4,2.85,1.5,2026-07-06T18:05:00.769Z,USD,219342.0,0.1,0.38,2.99,0.38,0.35,219342.0,0.25,0.75,19.98,0.67,
swsh3-143,Salamence V,143,Holo Rare V,,2026-07-06T18:05:01.132Z,EUR,483594,1.55,0.4,1.75,1.5,1.76,1.58,,,2.04,1.33,1.86,2.41,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-144,Salamence VMAX,144,Holo Rare VMAX,,2026-07-06T18:05:01.132Z,EUR,483599,3.84,1.99,3.85,3.5,3.73,3.73,,,7.57,6.5,7.56,8.33,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-145,Starly,145,Common,,2026-07-06T18:05:01.132Z,EUR,483604,0.04,0.02,0.05,0.04,0.04,0.04,0.26,0.03,0.2,0.09,0.2,0.19,2026-07-06T18:05:00.769Z,USD,219352.0,0.02,0.15,25.05,0.05,0.04,219352.0,0.08,0.25,19.98,0.22,
swsh3-146,Staravia,146,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483609,0.07,0.02,0.07,0.1,0.06,0.05,0.23,0.05,0.26,0.25,0.18,0.22,2026-07-06T18:05:00.769Z,USD,219354.0,0.01,0.17,25.04,0.02,0.02,219354.0,0.07,0.25,25.22,0.22,0.14
swsh3-147,Staraptor,147,Rare,,2026-07-06T18:05:01.145Z,EUR,483614,0.32,0.05,0.22,0.1,0.31,0.33,0.96,0.1,0.92,0.15,1.02,0.69,2026-07-06T18:05:00.769Z,USD,219355.0,0.09,0.25,19.98,0.16,,219355.0,0.19,0.48,19.98,0.48,
swsh3-148,Ducklett,148,Common,,2026-07-06T18:05:01.132Z,EUR,483619,0.04,0.02,0.05,0.06,0.05,0.04,0.32,0.02,0.37,0.5,0.37,0.22,2026-07-06T18:05:00.769Z,USD,219357.0,0.01,0.15,25.06,0.08,0.05,219357.0,0.06,0.3,19.98,0.32,0.21
swsh3-149,Swanna,149,Rare,,2026-07-06T18:05:01.145Z,EUR,483624,0.16,0.02,0.2,0.3,0.22,0.17,0.49,0.1,0.43,0.73,0.5,0.54,2026-07-06T18:05:00.769Z,USD,219360.0,0.05,0.23,19.36,0.06,0.15,219360.0,0.12,0.4,19.98,0.36,
swsh3-150,Bunnelby,150,Common,,2026-07-06T18:05:01.132Z,EUR,483629,0.08,0.02,0.08,0.1,0.07,0.08,0.32,0.07,0.31,0.13,0.35,0.34,2026-07-06T18:05:00.769Z,USD,219362.0,0.01,0.19,5.01,0.1,0.1,219362.0,0.1,0.39,2.5,0.39,
swsh3-151,Fletchling,151,Common,,2026-07-06T18:05:01.145Z,EUR,483634,0.04,0.02,0.03,0.03,0.03,0.03,0.29,0.02,0.24,0.05,0.23,0.23,2026-07-06T18:05:00.769Z,USD,219364.0,0.01,0.15,25.04,0.05,0.02,219364.0,0.03,0.26,2.99,0.26,0.1
swsh3-152,Skwovet,152,Common,,2026-07-06T18:05:01.145Z,EUR,483639,0.06,0.02,0.05,0.02,0.06,0.05,0.31,0.03,0.28,0.3,0.29,0.29,2026-07-06T18:05:00.769Z,USD,219365.0,0.01,0.18,25.06,0.08,0.07,219365.0,0.1,0.3,19.98,0.31,
swsh3-153,Greedent,153,Rare,,2026-07-06T18:05:01.132Z,EUR,483644,0.23,0.02,0.26,0.1,0.17,0.19,0.8,0.1,0.79,0.24,0.63,0.65,2026-07-06T18:05:00.769Z,USD,219367.0,0.04,0.24,19.98,0.12,0.14,219367.0,0.18,0.47,2.0,0.49,
swsh3-154,Rookidee,154,Common,,2026-07-06T18:05:01.132Z,EUR,483649,0.04,0.02,0.04,0.04,0.03,0.04,0.28,0.04,0.24,0.19,0.19,0.22,2026-07-06T18:05:00.769Z,USD,219368.0,0.01,0.15,25.04,0.04,0.01,219368.0,0.07,0.26,19.98,0.25,0.1
swsh3-155,Corvisquire,155,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483654,0.06,0.02,0.05,0.05,0.04,0.04,0.5,0.02,0.4,0.2,0.38,0.29,2026-07-06T18:05:00.769Z,USD,219370.0,0.01,0.16,25.08,0.07,0.01,219370.0,0.04,0.25,2.99,0.14,0.15
swsh3-156,Corviknight,156,Holo Rare,,2026-07-06T18:05:01.145Z,EUR,483659,0.42,0.08,0.47,0.62,0.46,0.41,0.72,0.08,0.46,0.2,0.32,0.58,2026-07-06T18:05:00.769Z,USD,,,,,,,219371.0,0.06,0.5,19.98,0.51,
swsh3-157,Big Parasol,157,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483664,0.08,0.02,0.03,0.02,0.04,0.09,0.42,0.07,0.35,0.1,0.29,0.38,2026-07-06T18:05:00.769Z,USD,219265.0,0.01,0.18,19.92,0.1,0.1,219265.0,0.13,0.35,19.98,0.35,
swsh3-158,Billowing Smoke,158,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483669,0.04,0.02,0.03,0.03,0.03,0.04,0.41,0.05,0.43,0.36,0.41,0.34,2026-07-06T18:05:00.769Z,USD,219268.0,0.01,0.15,19.98,0.08,0.06,219268.0,0.1,0.26,19.98,0.24,
swsh3-159,Bird Keeper,159,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483674,0.12,0.02,0.1,0.07,0.06,0.1,0.47,0.03,0.42,0.38,0.36,0.35,2026-07-06T18:05:00.769Z,USD,219269.0,0.01,0.2,19.98,0.18,,219269.0,0.09,0.3,19.98,0.29,
swsh3-160,Cape of Toughness,160,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483679,0.1,0.02,0.06,0.04,0.07,0.12,0.62,0.08,0.45,0.39,0.47,0.47,2026-07-06T18:05:00.769Z,USD,219272.0,0.02,0.2,19.98,0.12,,219272.0,0.2,0.43,19.98,0.43,
swsh3-161,Familiar Bell,161,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483684,0.05,0.02,0.06,0.02,0.11,0.07,0.53,0.04,0.47,0.05,0.47,0.37,2026-07-06T18:05:00.769Z,USD,219273.0,0.01,0.16,19.98,0.06,0.04,219273.0,0.1,0.28,19.98,0.25,
swsh3-162,Glimwood Tangle,162,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483689,0.12,0.02,0.09,0.1,0.1,0.13,0.41,0.1,0.4,0.15,0.37,0.41,2026-07-06T18:05:00.769Z,USD,219276.0,0.01,0.2,19.98,0.09,,219276.0,0.2,0.42,19.98,0.42,
swsh3-163,Kabu,163,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483694,0.07,0.02,0.04,0.02,0.04,0.05,0.56,0.03,0.47,0.3,0.49,0.38,2026-07-06T18:05:00.769Z,USD,219277.0,0.01,0.15,25.11,0.11,0.05,219277.0,0.15,0.3,2.0,0.29,
swsh3-164,Old PC,164,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483699,0.06,0.02,0.05,0.05,0.06,0.06,0.39,0.02,0.43,0.25,0.39,0.41,2026-07-06T18:05:00.769Z,USD,219278.0,0.01,0.15,25.07,0.06,0.05,219278.0,0.12,0.26,19.98,0.25,
swsh3-165,Piers,165,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483704,0.11,0.02,0.04,0.02,0.05,0.1,0.74,0.02,0.62,0.23,0.54,0.44,2026-07-06T18:05:00.769Z,USD,219280.0,0.02,0.2,19.98,0.14,0.13,219280.0,0.06,0.3,19.98,0.28,0.22
swsh3-166,Pokémon Breeder's Nurturing,166,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483709,0.1,0.02,0.09,0.02,0.06,0.09,0.69,0.1,0.73,0.96,0.56,0.42,2026-07-06T18:05:00.769Z,USD,219281.0,0.05,0.22,19.92,0.21,,219281.0,0.25,0.5,19.98,0.49,
swsh3-167,Rare Fossil,167,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483714,0.1,0.02,0.07,0.03,0.07,0.07,0.61,0.03,0.51,0.3,0.55,0.41,2026-07-06T18:05:00.769Z,USD,219282.0,0.01,0.2,19.98,0.13,0.08,219282.0,0.24,0.49,19.98,0.49,0.5
swsh3-168,Rose,168,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483719,0.07,0.02,0.05,0.05,0.05,0.08,0.49,0.05,0.34,0.38,0.34,0.36,2026-07-06T18:05:00.769Z,USD,219284.0,0.01,0.16,19.98,0.08,0.05,219284.0,0.1,0.3,19.98,0.29,0.22
swsh3-169,Rose Tower,169,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483724,0.06,0.02,0.04,0.05,0.04,0.06,0.16,0.05,0.18,0.14,0.14,0.17,2026-07-06T18:05:00.769Z,USD,219285.0,0.01,0.19,2.99,0.12,0.06,219285.0,0.05,0.25,19.98,0.23,0.16
swsh3-170,Spikemuth,170,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483729,0.08,0.02,0.13,0.02,0.11,0.08,0.36,0.02,0.29,0.09,0.25,0.34,2026-07-06T18:05:00.769Z,USD,219286.0,0.01,0.18,19.98,0.04,0.02,219286.0,0.01,0.35,18.86,0.33,0.3
swsh3-171,Struggle Gloves,171,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483734,0.05,0.02,0.04,0.04,0.04,0.04,0.51,0.02,0.48,0.39,0.49,0.43,2026-07-06T18:05:00.769Z,USD,219287.0,0.01,0.15,19.36,0.05,0.05,219287.0,0.01,0.3,2.0,0.3,0.33
swsh3-172,Turbo Patch,172,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483739,0.13,0.02,0.1,0.04,0.08,0.04,0.56,0.1,0.08,0.2,0.54,0.99,2026-07-06T18:05:00.769Z,USD,219289.0,0.01,0.15,19.36,0.05,0.05,219289.0,0.09,0.29,19.98,0.28,
swsh3-173,Yell Horn,173,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483744,0.06,0.02,0.05,0.05,0.06,0.06,0.26,0.02,0.24,0.05,0.24,0.25,2026-07-06T18:05:00.769Z,USD,219290.0,0.01,0.2,25.1,0.1,0.09,219290.0,0.09,0.27,19.98,0.28,0.19
swsh3-174,Heat Fire Energy,174,Uncommon,,2026-07-06T18:05:01.132Z,EUR,483749,0.15,0.02,0.04,0.02,0.03,0.14,1.01,0.02,1.05,1.5,0.95,0.8,2026-07-06T18:05:00.769Z,USD,219291.0,0.03,0.22,19.36,0.17,0.1,219291.0,0.09,0.57,19.98,0.57,
swsh3-175,Hiding Darkness Energy,175,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483754,0.18,0.02,0.17,0.25,0.16,0.17,0.91,0.1,0.88,0.5,0.84,0.86,2026-07-06T18:05:00.769Z,USD,219293.0,0.05,0.29,19.92,0.28,0.24,219293.0,0.25,0.85,19.98,0.89,
swsh3-176,Powerful Colorless Energy,176,Uncommon,,2026-07-06T18:05:01.145Z,EUR,483759,0.24,0.02,0.16,0.03,0.15,0.23,0.74,0.09,0.66,0.26,0.35,0.54,2026-07-06T18:05:00.769Z,USD,219294.0,0.02,0.28,19.98,0.29,0.17,219294.0,0.1,0.39,19.98,0.39,
swsh3-177,Butterfree V,177,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483774,4.71,1.7,4.78,4.99,4.78,4.63,,,7.81,6.99,7.77,7.53,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-178,Houndoom V,178,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483779,5.59,2.0,5.61,12.99,5.29,5.47,,,9.84,7.5,8.54,9.03,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-179,Centiskorch V,179,Ultra Rare,,2026-07-06T18:05:01.145Z,EUR,483784,2.29,1.0,2.03,2.24,2.42,2.44,,,6.94,7.0,6.85,7.11,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-180,Vikavolt V,180,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483789,2.6,1.0,3.26,2.4,2.47,2.54,,,6.92,8.0,7.22,6.55,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-181,Rhyperior V,181,Ultra Rare,,2026-07-06T18:05:01.145Z,EUR,483794,3.7,1.0,3.78,3.74,3.51,3.65,,,6.08,5.99,6.39,6.28,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-182,Crobat V,182,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483799,2.86,1.49,3.05,2.95,3.65,3.12,,,14.44,20.0,13.56,15.21,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-183,Scizor V,183,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483804,4.43,1.45,4.05,4.99,4.19,4.49,,,8.76,8.7,9.03,8.6,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-184,Galarian Stunfisk V,184,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483809,2.47,0.8,2.82,5.0,2.71,2.53,,,7.86,10.0,7.56,8.19,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-185,Salamence V,185,Ultra Rare,,2026-07-06T18:05:01.145Z,EUR,483814,5.99,2.0,5.93,9.84,5.83,5.97,,,6.45,5.97,6.62,7.05,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-186,Kabu,186,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483819,2.19,0.7,2.09,1.5,2.11,2.16,,,6.12,6.0,6.69,6.77,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-187,Piers,187,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483824,3.39,0.9,2.98,3.75,3.46,3.39,,,9.86,10.0,9.42,9.21,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-188,Pokémon Breeder's Nurturing,188,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483829,3.5,1.8,3.75,4.1,3.63,3.6,,,6.18,4.99,6.92,6.75,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-189,Rose,189,Ultra Rare,,2026-07-06T18:05:01.132Z,EUR,483834,1.93,0.5,1.97,1.49,2.3,2.12,,,5.4,5.5,5.82,6.41,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-190,Butterfree VMAX,190,Secret Rare,,2026-07-06T18:05:01.145Z,EUR,483839,17.71,7.75,19.0,17.0,18.78,16.89,,,24.0,27.0,24.26,25.53,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-191,Centiskorch VMAX,191,Secret Rare,,2026-07-06T18:05:01.145Z,EUR,483844,6.1,3.0,5.78,4.8,4.83,5.83,,,17.76,19.0,19.44,18.46,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-192,Eternatus VMAX,192,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,489259,9.78,5.75,11.19,14.75,11.35,10.31,,,30.11,29.95,31.05,28.11,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-193,Scizor VMAX,193,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483849,14.95,6.0,20.03,14.0,19.54,13.69,,,22.17,26.0,21.87,24.73,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-194,Salamence VMAX,194,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483854,19.36,3.5,15.72,12.33,14.73,16.79,,,37.28,35.99,33.35,37.35,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-195,Pokémon Breeder's Nurturing,195,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483869,5.46,1.9,7.57,4.77,8.87,6.11,,,14.85,21.5,13.26,13.93,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-196,Rose,196,Secret Rare,,2026-07-06T18:05:01.145Z,EUR,489254,4.29,1.98,4.23,3.32,4.24,4.07,,,14.63,14.95,13.88,15.4,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-197,Rillaboom,197,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483874,9.03,3.0,10.35,8.95,8.72,9.25,,,35.8,39.5,35.79,34.19,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-198,Coalossal,198,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483879,7.0,4.35,7.66,13.5,7.79,7.09,,,28.25,31.0,30.67,31.6,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-199,Big Parasol,199,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483884,3.93,1.99,3.81,2.97,4.08,3.83,,,10.47,11.99,12.75,12.7,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-200,Turbo Patch,200,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483889,4.54,2.0,5.62,4.2,4.98,4.13,,,11.53,6.0,12.76,12.82,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
swsh3-201,Capture Energy,201,Secret Rare,,2026-07-06T18:05:01.132Z,EUR,483894,3.7,1.0,3.83,4.0,4.27,3.99,,,12.26,19.99,12.74,13.16,2026-07-06T18:05:00.769Z,USD,,,,,,,,,,,,
