id,name,localId,rarity,supertype,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_reverse_holofoil_directLowPrice,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_normal_directLowPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice,tp_holofoil_directLowPrice
me04-021,Frogadier,021,Common,,2026-07-07T18:05:09.149Z,EUR,886413,0.06,0.02,0.07,0.13,0.07,0.06,0.14,0.02,0.1,0.1,0.11,0.13,2026-07-07T18:05:06.951Z,USD,693490.0,0.03,0.31,2.63,0.29,0.19,693490.0,0.01,0.18,12.0,0.09,,,,,,,
me04-022,Mega Greninja ex,022,Double rare,,2026-07-07T18:05:09.041Z,EUR,886414,2.14,0.85,1.52,1.58,1.77,2.17,,,0.0,,,,2026-07-07T18:05:06.951Z,USD,,,,,,,,,,,,,693515.0,0.55,1.99,20.0,1.33,
me04-023,Bergmite,023,Common,,2026-07-07T18:05:09.149Z,EUR,886415,0.04,0.02,0.03,0.02,0.03,0.03,0.07,0.02,0.07,0.04,0.06,0.06,2026-07-07T18:05:06.951Z,USD,693456.0,0.01,0.2,20.19,0.17,0.05,693456.0,0.01,0.15,2.99,0.09,0.01,,,,,,
me04-024,Avalugg,024,Uncommon,,2026-07-07T18:05:10.032Z,EUR,886416,0.04,0.02,0.03,0.02,0.03,0.03,0.1,0.02,0.09,0.09,0.08,0.08,2026-07-07T18:05:06.951Z,USD,693448.0,0.01,0.21,1.99,0.16,0.05,693448.0,0.01,0.15,2.99,0.05,0.01,,,,,,
me04-025,Wimpod,025,Common,,2026-07-07T18:05:09.149Z,EUR,886417,0.03,0.02,0.06,0.02,0.09,0.04,0.07,0.02,0.07,0.05,0.07,0.06,2026-07-07T18:05:06.951Z,USD,693562.0,0.01,0.18,25.0,0.13,0.05,693562.0,0.01,0.14,2.99,0.11,0.01,,,,,,
me04-026,Golisopod,026,Uncommon,,2026-07-07T18:05:09.041Z,EUR,886418,0.03,0.02,0.03,0.07,0.03,0.03,0.09,0.02,0.08,0.1,0.09,0.08,2026-07-07T18:05:06.951Z,USD,693494.0,0.01,0.23,1.53,0.19,0.06,693494.0,0.01,0.15,2.99,0.08,0.01,,,,,,
me04-027,Mareep,027,Common,,2026-07-07T18:05:09.041Z,EUR,886419,0.02,0.02,0.02,0.03,0.02,0.02,0.07,0.02,0.09,0.1,0.08,0.07,2026-07-07T18:05:06.951Z,USD,693507.0,0.01,0.21,2.99,0.2,0.01,693507.0,0.01,0.16,2.99,0.17,0.01,,,,,,
me04-028,Flaaffy,028,Common,,2026-07-07T18:05:09.149Z,EUR,886420,0.03,0.02,0.03,0.04,0.03,0.03,0.08,0.02,0.08,0.05,0.08,0.08,2026-07-07T18:05:06.951Z,USD,693487.0,0.01,0.25,2.99,0.22,0.08,693487.0,0.01,0.15,2.99,0.13,0.01,,,,,,
me04-029,Ampharos,029,Rare,,2026-07-07T18:05:09.041Z,EUR,888542,1.34,0.5,1.17,1.83,1.13,1.26,,,0.0,,,,2026-07-07T18:05:06.951Z,USD,693445.0,0.01,0.25,2.25,0.25,0.09,,,,,,,693445.0,0.01,0.2,2.0,0.15,0.01
me04-030,Emolga,030,Common,,2026-07-07T18:05:10.032Z,EUR,886422,0.03,0.02,0.02,0.03,0.02,0.02,0.1,0.02,0.1,0.09,0.08,0.09,2026-07-07T18:05:06.951Z,USD,693481.0,0.01,0.21,2.99,0.19,0.05,693481.0,0.01,0.15,1.6,0.11,0.01,,,,,,
me04-031,Deoxys,031,Uncommon,,2026-07-07T18:05:10.032Z,EUR,886423,0.03,0.02,0.03,0.02,0.03,0.03,0.09,0.02,0.1,0.13,0.09,0.09,2026-07-07T18:05:06.951Z,USD,693474.0,0.01,0.25,2.25,0.2,0.22,693474.0,0.01,0.15,2.99,0.08,0.01,,,,,,
me04-032,Deoxys,032,Uncommon,,2026-07-07T18:05:10.032Z,EUR,886424,0.04,0.02,0.03,0.02,0.03,0.03,0.11,0.02,0.1,0.09,0.09,0.09,2026-07-07T18:05:06.951Z,USD,693475.0,0.01,0.25,20.0,0.22,0.07,693475.0,0.01,0.15,2.99,0.12,0.01,,,,,,
me04-033,Deoxys,033,Uncommon,,2026-07-07T18:05:10.032Z,EUR,886425,0.03,0.02,0.03,0.02,0.02,0.03,0.1,0.02,0.09,0.13,0.1,0.1,2026-07-07T18:05:06.951Z,USD,693476.0,0.03,0.26,10.0,0.25,0.09,693476.0,0.01,0.15,2.99,0.1,0.01,,,,,,
