id,name,localId,rarity,cm_updated,cm_unit,cm_idProduct,cm_avg,cm_low,cm_trend,cm_avg1,cm_avg7,cm_avg30,cm_avg_holo,cm_low_holo,cm_trend_holo,cm_avg1_holo,cm_avg7_holo,cm_avg30_holo,tp_updated,tp_unit,tp_normal_productId,tp_normal_lowPrice,tp_normal_midPrice,tp_normal_highPrice,tp_normal_marketPrice,tp_reverse_holofoil_productId,tp_reverse_holofoil_lowPrice,tp_reverse_holofoil_midPrice,tp_reverse_holofoil_highPrice,tp_reverse_holofoil_marketPrice,tp_holofoil_productId,tp_holofoil_lowPrice,tp_holofoil_midPrice,tp_holofoil_highPrice,tp_holofoil_marketPrice
me05-004,Lurantis ex,4,Double rare,2026-07-19T08:03:04.558Z,EUR,895792,0.49,0.08,0.96,0.29,0.36,0.36,,,0.0,,,,2026-07-19T08:03:02.366Z,USD,,,,,,,,,,,704761.0,0.15,0.5,6.0,0.37
me05-004,Lurantis ex,4,Double rare,2026-07-20T08:03:04.265Z,EUR,895792,0.49,0.08,0.74,0.4,0.54,0.54,,,0.0,,,,2026-07-20T08:03:02.229Z,USD,,,,,,,,,,,704761.0,0.15,0.52,6.0,0.4
me05-005,Poltchageist,5,Common,2026-07-18T08:02:59.776Z,EUR,895793,0.39,0.02,0.15,0.08,0.25,0.25,,0.03,0.02,0.95,1.3,1.3,2026-07-18T08:02:56.983Z,USD,704762.0,0.01,0.19,2.08,0.08,704762.0,0.08,0.35,2.99,0.28,,,,,
me05-005,Poltchageist,5,Common,2026-07-19T08:03:04.558Z,EUR,895793,0.39,0.02,0.12,0.08,0.25,0.25,,0.02,0.02,0.95,1.3,1.3,2026-07-19T08:03:02.366Z,USD,704762.0,0.01,0.15,100.0,0.1,704762.0,0.05,0.27,3.22,0.19,,,,,
me05-005,Poltchageist,5,Common,2026-07-20T08:03:04.265Z,EUR,895793,0.39,0.02,0.1,0.05,0.09,0.1,,0.02,0.02,0.13,0.2,0.21,2026-07-20T08:03:02.229Z,USD,704762.0,0.01,0.15,2.2,0.08,704762.0,0.04,0.25,3.22,0.19,,,,,
me05-006,Sinistcha,6,Uncommon,2026-07-18T08:02:59.776Z,EUR,895794,0.45,0.02,0.18,0.07,0.44,0.44,,0.03,0.03,1.45,1.45,1.45,2026-07-18T08:02:56.983Z,USD,704763.0,0.02,0.2,1.77,0.09,704763.0,0.08,0.33,4.99,0.28,,,,,
me05-006,Sinistcha,6,Uncommon,2026-07-19T08:03:04.320Z,EUR,895794,0.45,0.02,0.14,0.07,0.44,0.44,,0.02,0.02,1.45,1.45,1.45,2026-07-19T08:03:02.366Z,USD,704763.0,0.01,0.15,100.0,0.1,704763.0,0.08,0.28,100.0,0.22,,,,,
me05-006,Sinistcha,6,Uncommon,2026-07-20T08:03:04.265Z,EUR,895794,0.45,0.02,0.1,0.07,0.12,0.14,,0.02,0.02,0.23,0.23,0.27,2026-07-20T08:03:02.229Z,USD,704763.0,0.01,0.15,2.2,0.09,704763.0,0.08,0.25,4.99,0.23,,,,,
me05-007,Heatran,7,Uncommon,2026-07-18T08:02:59.776Z,EUR,895795,0.02,0.02,0.07,0.04,0.04,0.04,0.05,0.03,0.23,0.05,0.05,0.05,2026-07-18T08:02:56.983Z,USD,704764.0,0.02,0.23,4.6,0.08,704764.0,0.03,0.37,25.0,0.23,,,,,
me05-007,Heatran,7,Uncommon,2026-07-19T08:03:04.558Z,EUR,895795,0.02,0.02,0.06,0.04,0.04,0.04,0.05,0.02,0.2,0.05,0.05,0.05,2026-07-19T08:03:02.366Z,USD,704764.0,0.01,0.17,100.0,0.05,704764.0,0.03,0.25,25.0,0.12,,,,,
me05-007,Heatran,7,Uncommon,2026-07-20T08:03:04.265Z,EUR,895795,0.02,0.02,0.06,0.04,0.04,0.04,0.05,0.02,0.18,0.1,0.13,0.13,2026-07-20T08:03:02.229Z,USD,704764.0,0.01,0.15,4.6,0.07,704764.0,0.02,0.25,25.0,0.14,,,,,
me05-008,Mega Delphox ex,8,Double rare,2026-07-18T08:02:59.776Z,EUR,895796,1.17,1.0,1.59,1.8,2.0,2.0,,,0.0,,,,2026-07-18T08:02:56.983Z,USD,,,,,,,,,,,704765.0,0.15,0.75,19.99,0.42
me05-008,Mega Delphox ex,8,Double rare,2026-07-19T08:03:04.320Z,EUR,895796,1.17,0.2,1.33,1.8,2.0,2.0,,,0.0,,,,2026-07-19T08:03:02.366Z,USD,,,,,,,,,,,704765.0,0.15,0.65,19.99,0.51
me05-008,Mega Delphox ex,8,Double rare,2026-07-20T08:03:04.265Z,EUR,895796,1.17,0.2,1.06,0.61,0.9,0.95,,,0.0,,,,2026-07-20T08:03:02.229Z,USD,,,,,,,,,,,704765.0,0.15,0.69,19.99,0.63
